Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Brown V Board Of Education NHS,"19,355","$1,066.80 ",16,$526.70 ,$858.30 ,"$1,458.50 ",2013
Bryce Canyon NP,"1,311,875","$105,745.80 ","1,442","$39,072.70 ","$70,242.90 ","$121,583.60 ",2013
Buck Island Reef NM,"28,972","$1,680.00 ",19,$753.40 ,"$1,277.30 ","$1,974.50 ",2013
Buffalo NR,"1,125,228","$46,152.80 ",637,"$16,112.00 ","$27,721.80 ","$49,558.40 ",2013
Cabrillo NM,"856,128","$47,189.50 ",591,"$22,276.30 ","$36,108.80 ","$56,549.00 ",2013
Canaveral NS,"1,133,689","$68,793.30 ",906,"$31,151.20 ","$53,803.60 ","$86,791.00 ",2013
Cane River Creole NHP,"25,555","$1,408.60 ",20,$511.50 ,$931.50 ,"$1,612.10 ",2013
Canyon De Chelly NM,"828,478","$51,395.10 ",671,"$16,043.80 ","$28,947.50 ","$52,632.20 ",2013
Canyonlands NP,"462,242","$26,316.30 ",350,"$9,391.80 ","$16,663.30 ","$28,990.40 ",2013
Cape Cod NS,"4,501,897","$185,714.90 ","2,226","$91,267.30 ","$143,059.10 ","$221,074.50 ",2013
Cape Hatteras NS,"2,214,564","$133,070.40 ","1,837","$51,189.20 ","$89,083.50 ","$152,336.80 ",2013
Cape Krusenstern NM,"18,225","$26,963.20 ",372,"$13,425.80 ","$22,542.50 ","$37,546.40 ",2013
Cape Lookout NS,"416,569","$17,644.40 ",246,"$5,589.40 ","$9,887.60 ","$17,828.10 ",2013
Capitol Reef NP*,"663,670","$45,086.00 ",555,"$15,178.30 ","$27,093.50 ","$47,893.90 ",2013
Capulin Volcano NM*,"48,467","$1,378.40 ",19,$356.60 ,$668.00 ,"$1,235.50 ",2013
Carl Sandburg Home NHS,"81,711","$4,503.90 ",65,"$1,795.60 ","$3,082.60 ","$5,311.30 ",2013
Carlsbad Caverns NP,"388,565","$23,589.70 ",306,"$7,552.60 ","$13,098.60 ","$23,759.90 ",2013
Casa Grande Ruins NM,"65,106","$3,588.70 ",51,"$1,846.00 ","$3,001.40 ","$4,847.60 ",2013
Castillo De San Marcos NM,"778,128","$42,890.10 ",604,"$18,574.40 ","$32,668.60 ","$53,714.10 ",2013
Castle Clinton NM,"2,180,694","$51,439.70 ",542,"$23,910.30 ","$37,601.20 ","$55,154.10 ",2013
Catoctin Mountain P,"175,213","$10,108.90 ",126,"$5,019.30 ","$8,156.00 ","$12,735.50 ",2013
Cedar Breaks NM,"466,451","$25,710.60 ",353,"$9,231.70 ","$16,259.10 ","$28,322.30 ",2013
Cesar E. Chavez NM,"8,156",$449.50 ,6,$223.90 ,$366.10 ,$584.30 ,2013
Chaco Culture NHP,"29,917","$1,572.20 ",21,$604.10 ,"$1,016.20 ","$1,769.10 ",2013
Chamizal NMEM,"121,937","$6,721.10 ",94,"$2,417.50 ","$4,487.40 ","$7,817.20 ",2013
Channel Islands NP,"212,028","$11,907.90 ",149,"$6,180.20 ","$9,982.50 ","$15,819.50 ",2013
Charles Pinckney NHS,"47,309","$2,607.60 ",37,"$1,107.80 ","$1,833.30 ","$3,063.60 ",2013
Chattahoochee River NRA,"3,039,894","$123,574.90 ","1,723","$60,813.50 ","$98,359.90 ","$160,949.30 ",2013
Chesapeake & Ohio Canal NHP,"4,941,367","$88,030.40 ","1,188","$44,746.70 ","$74,177.80 ","$117,188.50 ",2013
Chickamauga & Chattanooga NMP,"905,984","$54,961.30 ",771,"$19,187.90 ","$35,005.20 ","$62,345.60 ",2013
Chickasaw NRA*,"1,099,669","$16,699.20 ",160,"$3,855.10 ","$6,513.40 ","$11,404.30 ",2013
Chiricahua NM,"40,646","$2,339.00 ",29,$698.50 ,"$1,285.80 ","$2,281.70 ",2013
Christiansted NHS,"118,638","$6,539.30 ",77,"$3,041.90 ","$5,062.20 ","$7,857.00 ",2013
City Of Rocks NRES,"94,906","$5,231.20 ",72,"$1,894.90 ","$3,172.80 ","$5,584.40 ",2013
Clara Barton NHS,"22,737","$1,253.20 ",16,$639.30 ,"$1,033.00 ","$1,599.20 ",2013
Colonial NHP,"3,168,731","$174,659.20 ","2,492","$73,365.30 ","$125,638.10 ","$212,172.50 ",2013
Colorado NM,"409,352","$24,493.20 ",325,"$8,839.90 ","$15,688.60 ","$27,039.40 ",2013
Congaree NP*,"120,341","$5,822.70 ",74,"$2,123.20 ","$3,663.70 ","$6,319.30 ",2013
Coronado NMEM,"92,936","$5,122.60 ",69,"$2,035.10 ","$3,431.30 ","$5,773.50 ",2013
Cowpens NB,"216,240","$13,129.10 ",190,"$6,016.90 ","$10,081.70 ","$17,091.30 ",2013
Crater Lake NP,"523,027","$43,652.10 ",661,"$18,824.70 ","$31,058.10 ","$54,701.70 ",2013
Craters Of The Moon NM&PRES*,"200,525","$6,574.00 ",94,"$2,091.00 ","$3,633.80 ","$6,871.70 ",2013
Cumberland Gap NHP,"768,362","$46,376.00 ",639,"$17,871.70 ","$32,081.20 ","$55,192.80 ",2013
Cumberland Island NS,"51,434","$2,023.20 ",27,$849.30 ,"$1,416.10 ","$2,323.50 ",2013
Curecanti NRA,"814,162","$33,312.60 ",396,"$12,866.20 ","$20,799.60 ","$34,050.30 ",2013
Cuyahoga Valley NP,"2,103,010","$128,157.00 ","1,905","$55,155.50 ","$94,968.50 ","$164,390.30 ",2013
Dayton Aviation Heritage NHP*,"59,275","$3,298.40 ",55,"$1,675.30 ","$2,801.00 ","$4,796.80 ",2013
De Soto NMEM,"279,924","$15,429.30 ",218,"$7,485.30 ","$12,756.70 ","$20,626.90 ",2013
Death Valley NP,"951,973","$75,255.10 ",883,"$34,096.40 ","$56,803.30 ","$87,736.60 ",2013
Delaware Water Gap NRA*,"4,843,350","$156,176.70 ","2,291","$97,423.20 ","$148,752.50 ","$215,903.40 ",2013
Denali NP&PRES,"530,921","$513,335.20 ","6,992","$256,033.00 ","$431,730.70 ","$719,108.80 ",2013
Devils Postpile NM,"91,793","$5,504.00 ",69,"$2,044.90 ","$3,685.30 ","$6,189.20 ",2013
Devils Tower NM,"417,325","$25,130.40 ",357,"$8,765.00 ","$15,678.60 ","$28,424.30 ",2013
Dinosaur NM,"274,361","$15,791.60 ",186,"$5,714.70 ","$9,529.30 ","$16,004.00 ",2013
Dry Tortugas NP,"58,400","$3,389.70 ",35,"$1,327.00 ","$2,219.80 ","$3,479.80 ",2013
Edgar Allan Poe NHS,"5,884",$324.30 ,5,$174.40 ,$276.50 ,$443.70 ,2013
Effigy Mounds NM*,"71,074","$4,266.00 ",62,"$1,528.90 ","$2,647.40 ","$4,760.90 ",2013
Eisenhower NHS,"59,180","$3,262.00 ",42,"$1,652.50 ","$2,657.30 ","$4,149.50 ",2013
El Malpais NM,"137,904","$8,373.40 ",120,"$3,348.70 ","$5,697.70 ","$10,028.90 ",2013
El Morro NM,"40,051","$2,385.60 ",32,$589.50 ,"$1,180.20 ","$2,257.10 ",2013
Eleanor Roosevelt NHS,"43,686","$2,408.00 ",29,"$1,141.40 ","$1,948.00 ","$2,935.20 ",2013
Eugene O'Neill NHS,"2,930",$161.50 ,2,$85.80 ,$134.00 ,$209.80 ,2013
Everglades NP,"1,047,116","$96,627.00 ","1,302","$53,132.10 ","$88,065.70 ","$138,317.20 ",2013
Federal Hall NMEM,"148,648","$8,193.40 ",93,"$4,445.80 ","$7,172.00 ","$10,519.40 ",2013
Fire Island NS,"294,219","$11,952.50 ",127,"$6,061.10 ","$9,696.10 ","$14,170.30 ",2013
First Ladies NHS,"10,068",$554.90 ,9,$260.60 ,$431.70 ,$734.90 ,2013
Flight 93 NMEM,"265,924","$14,657.60 ",219,"$6,515.70 ","$10,797.20 ","$18,486.30 ",2013
Florissant Fossil Beds NM,"58,032","$3,198.70 ",44,"$1,684.60 ","$2,656.50 ","$4,267.30 ",2013
Ford's Theatre NHS,"665,877","$11,878.20 ",155,"$6,224.70 ","$10,208.00 ","$15,812.00 ",2013
Fort Bowie NHS,"8,083",$445.60 ,6,$174.60 ,$294.20 ,$495.90 ,2013
Fort Caroline NMEM,"307,086","$16,926.50 ",239,"$7,692.40 ","$13,233.10 ","$21,697.50 ",2013
Fort Davis NHS,"43,277","$2,385.40 ",31,$651.00 ,"$1,331.80 ","$2,343.40 ",2013
Fort Donelson NB,"247,734","$15,037.70 ",199,"$6,736.50 ","$11,162.50 ","$18,301.90 ",2013
Fort Frederica NM,"217,580","$11,992.90 ",165,"$5,283.50 ","$8,893.80 ","$14,641.50 ",2013
Fort Laramie NHS,"54,056","$2,979.50 ",40,"$1,000.70 ","$1,802.90 ","$3,186.90 ",2013
Fort Larned NHS*,"27,432","$1,568.20 ",20,$454.40 ,$870.90 ,"$1,624.00 ",2013
Fort Matanzas NM,"523,695","$28,865.90 ",403,"$12,475.80 ","$21,905.40 ","$35,845.60 ",2013
Fort McHenry NM&SHRINE,"678,431","$37,394.90 ",486,"$19,057.50 ","$31,035.50 ","$48,281.30 ",2013
Fort Necessity NB,"165,160","$10,020.60 ",145,"$4,530.00 ","$7,541.60 ","$12,841.60 ",2013
Fort Point NHS,"1,591,313","$87,712.50 ","1,072","$46,607.90 ","$72,824.50 ","$114,051.50 ",2013
Fort Pulaski NM,"374,408","$22,733.30 ",302,"$9,217.80 ","$15,603.50 ","$26,071.10 ",2013
Fort Raleigh NHS,"263,599","$14,529.50 ",210,"$5,705.50 ","$9,823.20 ","$16,811.40 ",2013
Fort Scott NHS*,"25,774",$435.90 ,5,$113.00 ,$199.30 ,$368.50 ,2013
Fort Smith NHS,"69,584","$3,835.40 ",57,"$1,358.40 ","$2,408.30 ","$4,374.50 ",2013
Fort Stanwix NM*,"129,089","$6,678.10 ",78,"$2,154.40 ","$4,768.20 ","$7,607.70 ",2013
Fort Sumter NM,"815,007","$44,922.80 ",638,"$19,052.60 ","$31,597.20 ","$52,846.20 ",2013
Fort Union NM*,"8,964",$570.60 ,7,$212.40 ,$340.50 ,$582.90 ,2013
Fort Union Trading Post NHS*,"12,908",$975.90 ,10,$290.40 ,$469.40 ,$806.30 ,2013
Fort Vancouver NHS,"733,539","$40,432.40 ",610,"$19,594.60 ","$31,829.70 ","$54,465.30 ",2013
Fort Washington P,"443,918","$24,468.60 ",310,"$12,512.00 ","$20,171.10 ","$31,038.90 ",2013
Fossil Butte NM*,"17,661",$832.40 ,10,$272.90 ,$460.50 ,$785.10 ,2013
Franklin Delano Roosevelt MEM,"2,837,729","$50,620.60 ",661,"$26,527.50 ","$43,503.00 ","$67,385.20 ",2013
Frederick Douglass NHS,"47,625",$849.60 ,11,$445.90 ,$730.30 ,"$1,129.60 ",2013
Frederick Law Olmsted NHS,"6,570",$362.20 ,5,$188.40 ,$306.10 ,$480.20 ,2013
Fredericksburg & Spotsylvania NMP,"880,251","$48,519.10 ",611,"$24,230.60 ","$38,840.20 ","$60,155.40 ",2013
Friendship Hill NHS,"34,372","$1,894.50 ",28,$863.70 ,"$1,422.60 ","$2,413.80 ",2013
Gates Of The Arctic NP&PRES,"11,012","$16,291.90 ",225,"$8,112.20 ","$13,620.80 ","$22,686.50 ",2013
Gateway NRA,"6,191,246","$145,952.60 ","1,567","$68,545.80 ","$107,276.80 ","$158,522.50 ",2013
Gauley River NRA,"135,310","$5,547.20 ",72,"$1,989.60 ","$3,270.10 ","$5,654.70 ",2013
General Grant NMEM,"83,439","$4,599.10 ",53,"$2,488.60 ","$4,029.40 ","$5,918.00 ",2013
George Rogers Clark NHP,"128,531","$7,084.60 ",103,"$2,418.30 ","$4,460.50 ","$7,971.50 ",2013
George Washington MEM PKWY,"7,360,392","$45,318.00 ",751,"$24,877.40 ","$37,765.30 ","$58,922.20 ",2013
George Washington Birthplace NM*,"131,683","$5,663.80 ",69,"$2,784.00 ","$4,431.20 ","$6,841.50 ",2013
George Washington Carver NM*,"33,061",$575.90 ,7,$194.40 ,$326.30 ,$578.30 ,2013
Gettysburg NMP,"1,213,349","$73,224.90 ",916,"$36,316.30 ","$59,172.60 ","$92,671.30 ",2013
Gila Cliff Dwellings NM,"27,825","$1,533.70 ",22,$396.70 ,$769.40 ,"$1,453.10 ",2013
Glacier NP,"2,190,374","$178,840.20 ","2,824","$76,654.40 ","$124,052.60 ","$226,393.60 ",2013
Glacier Bay NP&PRES,"500,590","$96,283.00 ","1,752","$51,800.50 ","$79,522.60 ","$125,489.50 ",2013
Glen Canyon NRA,"1,991,925","$115,593.60 ","1,435","$39,342.80 ","$68,821.80 ","$118,926.80 ",2013
Golden Gate NRA,"14,289,121","$335,634.00 ","3,657","$150,832.70 ","$233,761.80 ","$360,871.80 ",2013
Golden Spike NHS*,"40,703","$2,199.20 ",31,$953.70 ,"$1,575.90 ","$2,757.40 ",2013
Governors Island NM,"355,552","$19,597.90 ",223,"$10,634.00 ","$17,154.70 ","$25,161.30 ",2013
Grand Canyon NP*,"4,564,841","$476,194.80 ","6,238","$235,874.30 ","$399,291.60 ","$604,022.50 ",2013
Grand Portage NM,"88,597","$5,378.90 ",70,"$1,370.70 ","$2,823.60 ","$5,106.00 ",2013
Grand Teton NP*,"2,688,795","$462,609.00 ","6,386","$190,584.80 ","$311,870.40 ","$549,636.70 ",2013
Grant-Kohrs Ranch NHS,"18,848","$1,038.90 ",16,$456.00 ,$709.90 ,"$1,288.40 ",2013
Great Basin NP,"92,893","$4,927.30 ",59,"$1,394.90 ","$2,589.20 ","$4,586.70 ",2013
Great Sand Dunes NP&PRES,"242,841","$14,077.50 ",183,"$5,199.80 ","$9,114.10 ","$15,589.20 ",2013
Great Smoky Mountains NP,"9,354,695","$734,086.60 ","10,734","$317,874.10 ","$554,163.80 ","$943,195.00 ",2013
Greenbelt P,"142,742","$8,399.30 ",103,"$4,180.20 ","$6,825.50 ","$10,545.00 ",2013
Guadalupe Mountains NP,"145,670","$8,500.50 ",111,"$2,926.50 ","$5,442.40 ","$9,408.50 ",2013
Guilford Courthouse NMP,"541,581","$32,883.90 ",477,"$14,559.30 ","$24,363.30 ","$41,613.50 ",2013
Gulf Islands NS,"4,837,965","$198,529.50 ","2,633","$80,642.90 ","$135,368.50 ","$225,416.70 ",2013
Hagerman Fossil Beds NM,"21,007","$1,157.90 ",17,$504.20 ,$802.90 ,"$1,388.70 ",2013
Haleakala NP,"785,300","$47,445.40 ",536,"$21,518.00 ","$36,501.80 ","$56,439.10 ",2013
Hamilton Grange NMEM,"20,430","$1,126.00 ",13,$608.60 ,$985.50 ,"$1,444.90 ",2013
Hampton NHS,"32,263","$1,778.40 ",23,$913.10 ,"$1,481.50 ","$2,308.80 ",2013
Harpers Ferry NHP*,"255,714","$11,879.70 ",166,"$6,485.50 ","$10,385.90 ","$16,111.90 ",2013
Harry S Truman NHS,"28,977","$1,597.20 ",25,$802.50 ,"$1,299.90 ","$2,216.00 ",2013
Hawaii Volcanoes NP,"1,583,209","$124,937.40 ","1,476","$58,572.00 ","$100,942.60 ","$155,301.80 ",2013
Herbert Hoover NHS,"128,919","$7,106.00 ",105,"$2,719.10 ","$4,810.10 ","$8,518.20 ",2013
Home Of Franklin D Roosevelt NHS,"147,218","$8,114.70 ",97,"$3,919.00 ","$6,620.20 ","$9,960.50 ",2013
Homestead NM*,"67,396","$2,099.00 ",28,$653.80 ,"$1,153.00 ","$2,124.80 ",2013
Hopewell Culture NHP,"32,206","$1,775.20 ",27,$817.50 ,"$1,364.10 ","$2,327.90 ",2013
Hopewell Furnace NHS,"46,138","$2,543.20 ",36,"$1,317.10 ","$2,125.40 ","$3,478.10 ",2013
Horseshoe Bend NMP,"55,964","$3,084.70 ",45,"$1,326.80 ","$2,180.00 ","$3,803.50 ",2013
Hot Springs NP,"1,325,719","$80,191.00 ","1,140","$32,478.30 ","$56,069.30 ","$98,494.00 ",2013
Hovenweep NM,"24,959","$1,488.40 ",19,$514.10 ,$897.50 ,"$1,565.00 ",2013
Hubbell Trading Post NHS,"75,678","$4,171.40 ",56,"$1,315.30 ","$2,336.10 ","$4,237.30 ",2013
Independence NHP,"3,553,070","$195,843.80 ","2,724","$105,288.80 ","$166,946.20 ","$267,934.00 ",2013
Indiana Dunes NL,"1,681,694","$69,156.90 ",854,"$33,631.80 ","$56,808.80 ","$88,686.60 ",2013
Isle Royale NP,"16,274","$3,527.70 ",51,"$1,169.80 ","$2,217.10 ","$3,851.20 ",2013
James A Garfield NHS*,"21,027",$708.40 ,12,$321.90 ,$544.30 ,$947.50 ,2013
Jean Lafitte NP&PRES,"400,128","$22,054.90 ",306,"$9,584.90 ","$16,120.60 ","$26,930.70 ",2013
Jefferson NEM*,"2,377,258","$222,904.60 ","3,747","$117,746.90 ","$194,935.10 ","$329,507.90 ",2013
Jewel Cave NM,"98,260","$5,416.10 ",81,"$1,904.30 ","$3,407.50 ","$6,195.20 ",2013
Jimmy Carter NHS,"67,455","$3,718.10 ",55,"$1,259.10 ","$2,322.80 ","$4,188.90 ",2013
John D Rockefeller Jr MEM PKWY,"1,228,502","$40,111.90 ",610,"$19,593.50 ","$32,422.10 ","$61,354.50 ",2013
John Day Fossil Beds NM*,"156,285","$7,015.40 ",94,"$2,508.80 ","$4,173.50 ","$7,675.70 ",2013
John F Kennedy NHS,"17,272",$952.00 ,13,$494.70 ,$804.30 ,"$1,262.10 ",2013
John Muir NHS,"37,777","$2,082.20 ",25,"$1,105.80 ","$1,729.10 ","$2,709.60 ",2013
Johnstown Flood NMEM*,"121,923","$7,084.10 ",116,"$3,355.60 ","$5,537.70 ","$9,529.80 ",2013
Joshua Tree NP*,"1,383,341","$62,929.90 ",770,"$29,418.10 ","$48,786.10 ","$77,359.30 ",2013
Kalaupapa NHP,"101,113","$5,573.30 ",66,"$2,592.50 ","$4,314.30 ","$6,696.30 ",2013
Kaloko-Honokohau NHP,"158,124","$8,715.70 ",103,"$4,054.30 ","$6,746.90 ","$10,471.90 ",2013
Katmai NP&PRES,"28,966","$42,854.60 ",592,"$21,338.60 ","$35,828.50 ","$59,675.20 ",2013
Kenai Fjords NP,"283,502","$53,975.70 ",985,"$29,061.70 ","$44,564.80 ","$70,279.80 ",2013
Kennesaw Mountain NBP,"1,924,076","$106,054.30 ","1,566","$55,762.30 ","$90,738.80 ","$148,281.00 ",2013
Kings Canyon NP,"567,544","$46,383.60 ",608,"$18,423.70 ","$32,804.90 ","$54,819.60 ",2013
Kings Mountain NMP*,"247,632","$9,350.90 ",131,"$4,160.20 ","$6,937.90 ","$11,775.30 ",2013
Klondike Gold Rush AK NHP,"928,150","$178,112.40 ","3,244","$95,841.60 ","$147,096.50 ","$232,090.30 ",2013
Klondike Gold Rush WA NHP,"61,943","$3,414.30 ",41,"$1,517.20 ","$2,739.30 ","$4,272.80 ",2013
Knife River Indian Villages NHS,"14,476",$797.90 ,11,$293.00 ,$520.80 ,$916.30 ,2013
Kobuk Valley NP,"16,875","$24,966.50 ",345,"$12,431.60 ","$20,873.20 ","$34,766.00 ",2013
Korean War Veterans MEM,"3,209,280","$57,248.50 ",748,"$30,000.80 ","$49,199.00 ","$76,208.20 ",2013
Lake Chelan NRA,"37,314","$2,135.90 ",25,$955.40 ,"$1,700.10 ","$2,628.00 ",2013
Lake Clark NP&PRES,"13,000","$19,232.60 ",266,"$9,576.50 ","$16,079.40 ","$26,781.50 ",2013
Lake Mead NRA,"6,344,714","$260,500.10 ","2,905","$107,633.60 ","$174,101.40 ","$269,338.00 ",2013
Lake Meredith NRA,"554,272","$22,761.40 ",308,"$7,114.10 ","$13,683.10 ","$24,119.00 ",2013
Lake Roosevelt NRA,"1,254,410","$51,478.00 ",639,"$17,697.80 ","$34,148.60 ","$56,179.50 ",2013
Lassen Volcanic NP,"427,408","$24,319.40 ",311,"$7,873.60 ","$15,019.90 ","$26,141.20 ",2013
Lava Beds NM*,"105,395","$4,224.60 ",50,"$1,359.90 ","$2,342.90 ","$4,079.60 ",2013
Lewis and Clark NHP,"217,023","$11,962.20 ",167,"$5,337.00 ","$8,917.00 ","$14,929.90 ",2013
Lincoln MEM,"6,546,518","$116,779.60 ","1,525","$61,197.80 ","$100,359.60 ","$155,454.80 ",2013
Lincoln Boyhood NMEM*,"125,069","$5,609.20 ",89,"$2,520.80 ","$4,259.50 ","$7,267.70 ",2013
Lincoln Home NHS*,"209,405","$11,961.30 ",154,"$3,905.60 ","$8,216.70 ","$13,652.50 ",2013
Little Bighorn Battlefield NM,"277,883","$15,316.80 ",234,"$6,163.70 ","$9,967.60 ","$18,089.00 ",2013
Little River Canyon NPRES,"185,477","$10,223.40 ",150,"$3,985.40 ","$6,959.00 ","$12,082.30 ",2013
Little Rock Central High School NHS,"114,145","$6,291.60 ",94,"$2,638.20 ","$4,501.40 ","$7,902.10 ",2013
Longfellow NHS,"40,555","$2,235.40 ",30,"$1,166.10 ","$1,889.90 ","$2,966.30 ",2013
Lowell NHP,"517,763","$28,538.90 ",387,"$14,863.00 ","$24,061.10 ","$37,923.60 ",2013
Lyndon B Johnson NHP,"82,369","$4,540.10 ",63,"$2,038.30 ","$3,549.60 ","$5,802.00 ",2013
Lyndon Baines Johnson Memorial Grove on the Potomac NMEM,"294,980","$16,259.20 ",209,"$8,298.50 ","$13,406.90 ","$20,734.20 ",2013
Maggie L Walker NHS,"7,013",$386.50 ,5,$158.90 ,$274.70 ,$463.30 ,2013
Mammoth Cave NP,"494,541","$40,333.90 ",567,"$19,043.60 ","$31,530.40 ","$51,910.20 ",2013
Manassas NBP,"538,887","$29,703.20 ",378,"$15,161.50 ","$24,452.50 ","$37,744.70 ",2013
Manzanar NHS*,"77,511","$7,621.80 ",93,"$2,752.20 ","$4,937.50 ","$8,327.60 ",2013
Marsh - Billings - Rockefeller NHP,"34,113","$1,880.30 ",25,$773.60 ,"$1,355.40 ","$2,221.00 ",2013
Martin Luther King Jr NHS,"704,168","$38,813.50 ",574,"$20,602.10 ","$33,456.70 ","$54,566.10 ",2013
"Martin Luther King, Jr. MEM","3,205,654","$57,183.80 ",747,"$29,966.90 ","$49,143.40 ","$76,122.00 ",2013
Martin Van Buren NHS,"16,230",$894.50 ,11,$384.00 ,$697.90 ,"$1,076.00 ",2013
Mary McLeod Bethune Council House NHS,"5,687",$101.40 ,1,$53.20 ,$87.20 ,$135.00 ,2013
Mesa Verde NP*,"460,237","$45,089.80 ",617,"$16,359.50 ","$28,699.10 ","$49,842.20 ",2013
Minute Man NHP,"947,895","$52,247.60 ",704,"$27,263.10 ","$44,204.00 ","$69,521.40 ",2013
Minuteman Missile NHS*,"76,260","$5,344.00 ",79,"$1,824.70 ","$3,376.90 ","$6,265.00 ",2013
Mississippi NRRA,"100,112","$4,069.70 ",57,"$1,812.90 ","$3,127.70 ","$5,233.80 ",2013
Missouri NRR,"169,698","$6,898.40 ",101,"$2,350.20 ","$4,129.00 ","$7,629.10 ",2013
Mojave NPRES,"549,599","$30,282.60 ",364,"$13,632.60 ","$22,317.30 ","$34,639.30 ",2013
Monocacy NB*,"37,648","$2,957.60 ",37,"$1,517.90 ","$2,491.00 ","$3,881.50 ",2013
Montezuma Castle NM,"389,091","$21,446.50 ",300,"$10,872.90 ","$17,578.90 ","$28,130.40 ",2013
Moores Creek NB,"72,329","$4,372.00 ",60,"$1,530.60 ","$2,790.80 ","$4,839.50 ",2013
Morristown NHP,"304,940","$16,808.10 ",197,"$9,214.80 ","$14,792.10 ","$21,961.70 ",2013
Mount Rainier NP*,"1,148,553","$40,856.20 ",474,"$17,482.30 ","$31,450.70 ","$48,787.30 ",2013
Mount Rushmore NMEM,"2,162,999","$119,223.70 ","1,822","$42,961.80 ","$76,726.60 ","$139,426.60 ",2013
