Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Cape Cod NS,"4,692,795","$204,549.00 ","2,635","$107,373.60 ","$164,687.30 ","$259,123.70 ",2016
Cape Hatteras NS,"2,411,711","$153,828.40 ","2,359","$65,010.80 ","$108,081.40 ","$191,709.50 ",2016
Cape Krusenstern NM,"15,000","$23,656.30 ",308,"$11,212.90 ","$20,586.40 ","$33,706.50 ",2016
Cape Lookout NS,"458,000","$20,931.70 ",322,"$7,451.00 ","$12,259.70 ","$22,945.10 ",2016
Capitol Reef NP*,"1,064,904","$77,047.50 ","1,083","$28,532.10 ","$50,125.30 ","$88,246.30 ",2016
Capulin Volcano NM*,"60,132","$1,806.50 ",27,$561.00 ,$966.10 ,"$1,818.80 ",2016
Carl Sandburg Home NHS,"80,695","$4,718.20 ",76,"$2,049.90 ","$3,449.40 ","$6,015.60 ",2016
Carlsbad Caverns NP,"466,772","$30,064.00 ",444,"$10,905.30 ","$18,277.60 ","$33,785.20 ",2016
Casa Grande Ruins NM,"75,752","$4,429.10 ",68,"$2,360.70 ","$3,811.80 ","$6,306.90 ",2016
Castillo De San Marcos NM,"854,664","$49,971.00 ",804,"$23,238.70 ","$39,329.90 ","$67,756.60 ",2016
Castle Clinton NM,"4,812,931","$117,641.80 ","1,362","$58,748.80 ","$89,400.20 ","$136,657.20 ",2016
Catoctin Mountain P,"221,750","$13,620.70 ",184,"$7,189.60 ","$11,402.60 ","$18,277.30 ",2016
Cedar Breaks NM,"899,676","$57,863.90 ",851,"$21,398.00 ","$38,042.60 ","$67,219.90 ",2016
Cesar E. Chavez NM,"17,216","$1,006.60 ",14,$546.40 ,$844.40 ,"$1,396.60 ",2016
Chaco Culture NHP,"54,083","$2,981.40 ",46,"$1,194.40 ","$1,979.00 ","$3,600.50 ",2016
Chamizal NMEM,"147,937","$8,649.60 ",142,"$3,346.60 ","$5,819.30 ","$10,780.40 ",2016
Channel Islands NP,"364,808","$22,436.00 ",315,"$12,610.70 ","$19,409.80 ","$31,882.70 ",2016
Charles Pinckney NHS,"53,184","$3,109.60 ",48,"$1,373.90 ","$2,334.20 ","$3,913.10 ",2016
Charles Young Buffalo Soldiers NM,"10,211",$597.10 ,9,$272.40 ,$432.30 ,$790.00 ,2016
Chattahoochee River NRA,"2,736,385","$119,071.90 ","1,841","$62,588.40 ","$97,242.20 ","$166,687.30 ",2016
Chesapeake & Ohio Canal NHP,"4,813,079","$91,239.40 ","1,351","$50,484.30 ","$80,369.60 ","$130,195.40 ",2016
Chickamauga & Chattanooga NMP,"1,027,738","$66,160.30 ","1,016","$26,138.10 ","$45,515.50 ","$81,561.20 ",2016
Chickasaw NRA*,"1,676,421","$26,493.90 ",278,"$7,104.30 ","$11,386.10 ","$20,609.50 ",2016
Chiricahua NM,"51,277","$3,029.00 ",40,"$1,023.50 ","$1,774.30 ","$3,133.40 ",2016
Christiansted NHS,"115,446","$6,750.00 ",83,"$3,190.20 ","$5,283.40 ","$8,271.90 ",2016
City Of Rocks NRES,"107,864","$6,306.70 ",98,"$2,537.50 ","$4,081.90 ","$7,341.40 ",2016
Clara Barton NHSX,0,$0.00 ,0,$0.00 ,$0.00 ,$0.00 ,2016
Colonial NHP,"3,352,655","$196,024.90 ","3,221","$92,633.00 ","$152,328.10 ","$268,386.00 ",2016
Colorado NM,"391,076","$24,513.60 ",368,"$9,634.00 ","$17,368.50 ","$30,315.90 ",2016
Congaree NP*,"143,843","$7,307.30 ",101,"$2,816.10 ","$4,954.90 ","$8,529.80 ",2016
Coronado NMEM,"136,076","$7,956.20 ",120,"$3,196.50 ","$5,590.50 ","$9,612.10 ",2016
Cowpens NB,"213,299","$13,734.20 ",216,"$6,699.00 ","$10,808.10 ","$18,682.20 ",2016
Crater Lake NP,"756,343","$65,300.70 ","1,101","$31,401.20 ","$49,465.60 ","$89,386.80 ",2016
Craters Of The Moon NM&PRES*,"255,437","$8,922.40 ",139,"$3,276.60 ","$5,346.60 ","$10,199.20 ",2016
Cumberland Gap NHP,"820,387","$52,528.80 ",793,"$21,878.40 ","$37,935.60 ","$66,126.50 ",2016
Cumberland Island NS,"61,897","$2,591.60 ",39,"$1,134.50 ","$1,852.20 ","$3,192.90 ",2016
Curecanti NRA,"982,498","$42,453.70 ",565,"$17,982.10 ","$29,647.90 ","$49,014.40 ",2016
Cuyahoga Valley NP!,"2,423,391","$69,728.20 ","1,085","$31,246.90 ","$49,152.70 ","$87,223.80 ",2016
Dayton Aviation Heritage NHP*,"95,334","$5,655.70 ",104,"$3,195.50 ","$4,989.00 ","$8,850.20 ",2016
De Soto NMEM,"232,463","$13,591.80 ",210,"$6,967.70 ","$11,356.40 ","$19,063.50 ",2016
Death Valley NP,"1,296,283","$108,077.80 ","1,505","$53,351.60 ","$86,468.10 ","$141,229.10 ",2016
Delaware Water Gap NRA*,"3,677,744","$126,386.20 ","1,887","$76,773.70 ","$117,985.10 ","$186,375.60 ",2016
Denali NP&PRES,"587,412","$604,881.90 ","7,744","$286,405.40 ","$530,137.00 ","$864,377.50 ",2016
Devils Postpile NM,"135,404","$8,722.70 ",125,"$3,611.10 ","$6,090.70 ","$10,460.90 ",2016
Devils Tower NM,"496,210","$31,586.80 ",500,"$12,589.50 ","$20,921.80 ","$39,646.10 ",2016
Dinosaur NM,"304,312","$18,084.20 ",244,"$7,250.20 ","$11,965.70 ","$20,457.60 ",2016
Dry Tortugas NP,"73,661","$4,410.00 ",54,"$1,837.70 ","$2,996.00 ","$4,869.20 ",2016
Edgar Allan Poe NHS,"14,828",$867.00 ,13,$508.70 ,$790.10 ,"$1,286.40 ",2016
Effigy Mounds NM*,"77,196","$4,906.70 ",82,"$1,915.60 ","$3,248.50 ","$5,982.90 ",2016
Eisenhower NHS,"55,551","$3,248.00 ",46,"$1,760.80 ","$2,749.70 ","$4,413.90 ",2016
El Malpais NM,"157,439","$9,205.20 ",155,"$3,919.00 ","$6,443.10 ","$11,815.30 ",2016
El Morro NM,"59,423","$3,762.70 ",55,"$1,071.60 ","$2,015.80 ","$3,851.80 ",2016
Eleanor Roosevelt NHS,"63,480","$3,711.60 ",52,"$1,969.60 ","$3,187.30 ","$4,957.30 ",2016
Eugene O'Neill NHS,"4,287",$250.70 ,3,$144.90 ,$215.50 ,$347.10 ,2016
Everglades NP,"930,907","$91,321.40 ","1,330","$52,994.10 ","$84,126.20 ","$136,391.80 ",2016
Federal Hall NMEM,"314,531","$18,390.20 ",235,"$10,869.10 ","$16,817.50 ","$25,429.30 ",2016
Fire Island NS,"431,303","$18,627.70 ",217,"$10,097.60 ","$15,630.30 ","$23,536.90 ",2016
First Ladies NHS,"13,378",$782.30 ,13,$413.80 ,$643.70 ,"$1,127.00 ",2016
Flight 93 NMEM,"385,123","$22,517.60 ",371,"$11,218.70 ","$17,587.90 ","$30,731.80 ",2016
Florissant Fossil Beds NM,"73,564","$4,301.20 ",65,"$2,354.10 ","$3,779.40 ","$6,255.30 ",2016
Ford's Theatre NHS,"650,779","$12,351.60 ",176,"$6,963.80 ","$10,997.40 ","$17,504.10 ",2016
Fort Bowie NHS,"8,013",$468.50 ,8,$185.20 ,$323.80 ,$558.70 ,2016
Fort Caroline NMEM,"232,083","$13,569.60 ",217,"$6,549.30 ","$10,874.80 ","$18,709.90 ",2016
Fort Davis NHS,"61,823","$3,614.70 ",55,"$1,164.90 ","$2,091.50 ","$3,838.40 ",2016
Fort Donelson NB,"259,343","$16,703.20 ",244,"$7,781.90 ","$12,844.60 ","$21,613.60 ",2016
Fort Frederica NM,"192,906","$11,279.00 ",182,"$5,206.80 ","$8,558.60 ","$14,825.60 ",2016
Fort Laramie NHS,"57,445","$3,358.70 ",52,"$1,309.20 ","$2,249.70 ","$3,948.70 ",2016
Fort Larned NHS*,"31,061","$1,882.30 ",27,$618.60 ,"$1,105.60 ","$2,082.40 ",2016
Fort Matanzas NM,"557,811","$32,614.40 ",524,"$15,231.50 ","$25,777.40 ","$44,304.20 ",2016
Fort McHenry NM&SHRINE,"610,987","$35,723.50 ",508,"$19,331.70 ","$30,820.30 ","$49,054.20 ",2016
Fort Necessity NB,"290,021","$18,680.50 ",296,"$9,424.40 ","$14,960.70 ","$25,999.80 ",2016
Fort Point NHS,"2,264,155","$132,381.90 ","1,839","$76,487.60 ","$113,781.20 ","$183,285.70 ",2016
Fort Pulaski NM,"344,921","$22,219.50 ",320,"$9,452.10 ","$15,992.00 ","$27,123.90 ",2016
Fort Raleigh NHS,"292,368","$17,094.30 ",277,"$7,482.60 ","$12,215.10 ","$21,716.40 ",2016
Fort Scott NHS*,"29,291",$518.80 ,7,$166.60 ,$269.30 ,$506.80 ,2016
Fort Smith NHS,"163,636","$9,567.60 ",161,"$3,910.30 ","$6,499.40 ","$11,923.70 ",2016
Fort Stanwix NM*,"94,006","$5,179.20 ",68,"$1,986.00 ","$3,927.00 ","$6,350.60 ",2016
Fort Sumter NM,"888,331","$51,939.50 ",786,"$22,949.30 ","$39,028.00 ","$65,506.60 ",2016
Fort Union NM*,"11,953",$805.90 ,11,$341.70 ,$523.10 ,$910.70 ,2016
Fort Union Trading Post NHS*,"17,502","$1,393.20 ",16,$497.20 ,$736.10 ,"$1,277.20 ",2016
Fort Vancouver NHS,"1,092,031","$63,849.50 ","1,069","$34,410.70 ","$52,916.40 ","$92,285.10 ",2016
Fort Washington P,"560,358","$32,763.40 ",454,"$17,880.20 ","$27,984.50 ","$44,382.30 ",2016
Fossil Butte NM*,"20,736","$1,030.70 ",13,$393.50 ,$634.30 ,"$1,110.40 ",2016
Franklin Delano Roosevelt MEM,"4,360,503","$82,761.10 ","1,181","$46,660.60 ","$73,687.40 ","$117,285.40 ",2016
Frederick Douglass NHS,"67,387","$1,279.00 ",17,$721.10 ,"$1,138.30 ","$1,809.60 ",2016
Frederick Law Olmsted NHS,"8,936",$522.50 ,7,$292.80 ,$461.40 ,$742.30 ,2016
Fredericksburg & Spotsylvania NMP,"969,895","$56,708.40 ",787,"$30,191.90 ","$47,145.60 ","$75,308.50 ",2016
Friendship Hill NHS,"37,848","$2,212.90 ",38,"$1,130.00 ","$1,773.10 ","$3,090.60 ",2016
Gates Of The Arctic NP&PRES,"10,047","$15,844.80 ",205,"$7,510.30 ","$13,788.60 ","$22,576.50 ",2016
Gateway NRA,"8,651,771","$211,482.40 ","2,489","$106,267.40 ","$160,938.80 ","$247,963.20 ",2016
Gauley River NRA,"115,888","$5,020.90 ",73,"$2,012.30 ","$3,171.40 ","$5,593.10 ",2016
General Grant NMEM,"109,151","$6,381.90 ",81,"$3,759.30 ","$5,837.10 ","$8,839.60 ",2016
George Rogers Clark NHP,"126,095","$7,372.60 ",124,"$2,874.20 ","$4,874.50 ","$9,029.60 ",2016
George Washington MEM PKWY,"10,323,339","$66,926.90 ","1,215","$39,500.70 ","$58,428.30 ","$96,249.50 ",2016
George Washington Birthplace NM*,"129,750","$5,909.90 ",79,"$3,066.50 ","$4,790.80 ","$7,590.10 ",2016
George Washington Carver NM*,"46,397",$849.30 ,12,$340.00 ,$537.50 ,$967.40 ,2016
Gettysburg NMP,"1,091,320","$70,130.50 ",953,"$37,013.60 ","$58,675.40 ","$94,048.70 ",2016
Gila Cliff Dwellings NM,"41,519","$2,427.60 ",37,$748.10 ,"$1,325.70 ","$2,472.60 ",2016
Glacier NP,"2,946,681","$250,815.50 ","4,337","$117,600.50 ","$180,278.70 ","$339,014.10 ",2016
Glacier Bay NP&PRES,"520,171","$112,054.60 ","2,013","$60,733.30 ","$94,327.20 ","$161,071.60 ",2016
Glen Canyon NRA,"3,239,525","$235,159.90 ","3,346","$88,420.20 ","$156,951.80 ","$272,501.10 ",2016
Golden Gate NRA,"15,638,777","$392,112.30 ","4,832","$193,074.00 ","$284,398.80 ","$458,213.30 ",2016
Golden Spike NHS*,"60,028","$3,430.90 ",56,"$1,682.10 ","$2,644.30 ","$4,748.70 ",2016
Governors Island NM,"522,860","$30,570.90 ",388,"$18,068.20 ","$27,956.50 ","$42,272.20 ",2016
Grand Canyon NP*,"5,969,811","$648,170.90 ","9,779","$334,219.80 ","$556,633.80 ","$904,315.70 ",2016
Grand Portage NM,"95,862","$6,174.60 ",87,"$1,792.60 ","$3,286.40 ","$6,112.90 ",2016
Grand Teton NP*,"3,270,075","$597,290.50 ","9,365","$274,744.80 ","$439,366.40 ","$779,479.80 ",2016
Grant-Kohrs Ranch NHS,"23,176","$1,355.10 ",23,$653.00 ,$959.30 ,"$1,807.50 ",2016
Great Basin NP,"144,847","$8,362.40 ",122,"$2,725.70 ","$4,863.80 ","$8,861.70 ",2016
Great Sand Dunes NP&PRES,"388,307","$23,701.00 ",348,"$9,194.60 ","$16,456.80 ","$28,938.70 ",2016
Great Smoky Mountains NP,"11,312,786","$942,731.80 ","14,673","$426,908.80 ","$745,508.10 ","$1,277,787.6",2016
Greenbelt P,"137,899","$8,502.90 ",112,"$4,478.60 ","$7,131.90 ","$11,320.80 ",2016
Guadalupe Mountains NP,"181,838","$11,240.20 ",169,"$4,228.50 ","$7,384.40 ","$13,510.20 ",2016
Guilford Courthouse NMP,"321,796","$18,814.80 ",318,"$9,305.60 ","$14,371.00 ","$25,454.20 ",2016
Gulf Islands NS,"4,771,308","$206,607.70 ","3,000","$90,031.60 ","$145,918.80 ","$251,844.70 ",2016
Hagerman Fossil Beds NM,"25,983","$1,519.20 ",24,$724.50 ,"$1,124.00 ","$2,030.00 ",2016
Haleakala NP,"1,263,559","$81,087.90 ",951,"$37,094.30 ","$62,840.30 ","$97,639.80 ",2016
Hamilton Grange NMEM,"85,348","$4,990.20 ",64,"$2,935.10 ","$4,555.40 ","$6,884.60 ",2016
Hampton NHS,"34,943","$2,043.10 ",28,"$1,124.50 ","$1,776.20 ","$2,838.10 ",2016
Harpers Ferry NHP*,"335,691","$16,577.20 ",254,"$9,661.60 ","$15,073.20 ","$24,156.60 ",2016
Harry S Truman NHS,"34,616","$2,023.90 ",33,"$1,073.70 ","$1,704.20 ","$3,002.70 ",2016
Hawaii Volcanoes NP,"1,887,580","$159,195.50 ","1,917","$74,345.70 ","$129,139.80 ","$199,923.40 ",2016
Herbert Hoover NHS,"152,383","$8,909.70 ",145,"$3,689.40 ","$6,416.70 ","$11,407.10 ",2016
Home Of Franklin D Roosevelt NHS,"193,272","$11,300.30 ",153,"$6,053.70 ","$9,735.80 ","$15,155.20 ",2016
Homestead NM*,"87,755","$2,879.00 ",45,"$1,014.50 ","$1,696.20 ","$3,150.60 ",2016
Hopewell Culture NHP,"58,058","$3,394.60 ",60,"$1,759.30 ","$2,723.90 ","$4,831.00 ",2016
Hopewell Furnace NHS,"54,168","$3,167.10 ",50,"$1,792.80 ","$2,803.50 ","$4,647.50 ",2016
Horseshoe Bend NMP,"83,370","$4,874.60 ",82,"$2,227.40 ","$3,577.60 ","$6,507.40 ",2016
Hot Springs NP,"1,544,301","$98,960.20 ","1,584","$41,152.80 ","$69,807.10 ","$126,576.10 ",2016
Hovenweep NM,"42,863","$2,709.00 ",39,"$1,039.60 ","$1,825.40 ","$3,153.80 ",2016
Hubbell Trading Post NHS,"67,276","$3,933.60 ",61,"$1,413.00 ","$2,439.60 ","$4,450.70 ",2016
Independence NHP,"5,067,511","$296,290.00 ","4,585","$173,858.50 ","$270,008.30 ","$439,627.50 ",2016
Indiana Dunes NL,"1,698,222","$73,788.00 ","1,024","$39,408.10 ","$62,104.40 ","$100,876.10 ",2016
Isle Royale NP,"24,966","$5,600.70 ",92,"$1,995.70 ","$3,518.90 ","$6,541.20 ",2016
James A Garfield NHS*,"45,438","$1,627.30 ",28,$845.90 ,"$1,326.10 ","$2,374.40 ",2016
Jean Lafitte NP&PRES,"438,420","$25,633.80 ",395,"$12,087.20 ","$19,421.50 ","$33,511.60 ",2016
Jefferson NEM*,"1,271,855","$127,061.70 ","2,296","$70,346.10 ","$111,061.10 ","$198,145.00 ",2016
Jewel Cave NM,"137,276","$8,026.40 ",134,"$3,268.40 ","$5,325.80 ","$10,237.90 ",2016
Jimmy Carter NHS,"66,440","$3,884.60 ",66,"$1,485.20 ","$2,529.40 ","$4,743.30 ",2016
John D Rockefeller Jr MEM PKWY,"1,411,820","$49,901.40 ",826,"$26,961.50 ","$43,953.40 ","$78,932.50 ",2016
John Day Fossil Beds NM*,"210,111","$9,995.40 ",153,"$4,183.90 ","$6,524.30 ","$11,801.90 ",2016
John F Kennedy NHS,"25,468","$1,489.10 ",21,$834.30 ,"$1,314.80 ","$2,115.70 ",2016
John Muir NHS,"49,376","$2,887.00 ",40,"$1,667.80 ","$2,482.30 ","$4,000.00 ",2016
Johnstown Flood NMEM*,"154,932","$9,577.10 ",169,"$4,977.90 ","$7,773.50 ","$13,656.80 ",2016
Joshua Tree NP*,"2,505,286","$123,304.50 ","1,701","$63,662.00 ","$100,692.70 ","$164,529.90 ",2016
Kalaupapa NHP,"71,528","$4,182.20 ",54,"$1,976.60 ","$3,273.50 ","$5,125.10 ",2016
Kaloko-Honokohau NHP,"185,040","$10,819.00 ",137,"$5,113.30 ","$8,468.30 ","$13,258.20 ",2016
Katmai NP&PRES,"37,818","$59,643.20 ",776,"$28,270.50 ","$51,903.30 ","$84,982.40 ",2016
Kenai Fjords NP,"346,534","$62,784.50 ","1,200","$34,936.90 ","$52,200.00 ","$90,223.90 ",2016
Kennesaw Mountain NBP,"2,360,255","$138,000.70 ","2,294","$78,261.90 ","$121,116.80 ","$207,703.00 ",2016
Keweenaw NHP,"14,613",$854.40 ,12,$226.60 ,$462.40 ,$907.40 ,2016
Kings Canyon NP,"607,479","$52,945.10 ",793,"$22,734.40 ","$38,460.90 ","$66,635.00 ",2016
Kings Mountain NMP*,"263,357","$10,527.90 ",166,"$5,134.50 ","$8,140.10 ","$14,073.90 ",2016
Klondike Gold Rush AK NHP,"912,351","$166,412.40 ","3,173","$92,500.10 ","$138,430.70 ","$239,144.40 ",2016
Klondike Gold Rush WA NHP,"69,436","$4,059.80 ",57,"$1,944.90 ","$3,360.70 ","$5,461.60 ",2016
Knife River Indian Villages NHS,"13,328",$779.30 ,11,$340.70 ,$544.60 ,$992.10 ,2016
Kobuk Valley NP,"15,500","$24,445.40 ",318,"$11,587.00 ","$21,273.20 ","$34,831.00 ",2016
Korean War Veterans MEM,"4,084,298","$77,518.80 ","1,106","$43,705.10 ","$69,019.80 ","$109,856.20 ",2016
Lake Chelan NRA,"45,513","$2,908.80 ",37,"$1,398.40 ","$2,393.10 ","$3,829.60 ",2016
Lake Clark NP&PRES,"21,102","$33,280.30 ",432,"$15,774.60 ","$28,961.50 ","$47,419.30 ",2016
Lake Mead NRA,"7,175,890","$312,693.60 ","4,172","$141,437.00 ","$226,254.10 ","$369,031.20 ",2016
Lake Meredith NRA,"1,025,613","$44,426.50 ",654,"$16,344.50 ","$28,445.00 ","$51,392.70 ",2016
Lake Roosevelt NRA,"1,253,571","$54,340.00 ",754,"$21,016.60 ","$37,956.60 ","$64,488.60 ",2016
Lassen Volcanic NP,"536,068","$32,639.40 ",478,"$12,093.60 ","$21,362.90 ","$37,514.10 ",2016
Lava Beds NM*,"127,699","$5,402.80 ",74,"$1,971.90 ","$3,278.20 ","$5,870.00 ",2016
Lewis and Clark NHP,"281,576","$16,463.40 ",260,"$8,620.50 ","$13,475.70 ","$22,991.50 ",2016
Lincoln MEM,"7,915,933","$150,242.10 ","2,140","$84,706.40 ","$133,770.00 ","$212,916.50 ",2016
Lincoln Boyhood NMEM*,"125,563","$5,996.70 ",102,"$2,836.30 ","$4,576.40 ","$8,241.50 ",2016
Lincoln Home NHS*,"239,719","$14,563.10 ",234,"$5,743.60 ","$10,597.70 ","$18,475.90 ",2016
Little Bighorn Battlefield NM,"332,328","$19,430.80 ",330,"$8,640.80 ","$13,401.60 ","$25,264.60 ",2016
Little River Canyon NPRES,"462,700","$27,053.40 ",446,"$12,003.60 ","$19,928.50 ","$35,545.40 ",2016
Little Rock Central High School NHS,"129,539","$7,574.00 ",130,"$3,317.10 ","$5,508.00 ","$10,004.20 ",2016
Longfellow NHS,"49,698","$2,905.70 ",44,"$1,630.40 ","$2,568.90 ","$4,122.60 ",2016
Lowell NHP,"541,825","$31,679.70 ",467,"$17,721.90 ","$27,945.10 ","$44,925.90 ",2016
Lyndon B Johnson NHP,"140,302","$8,203.30 ",131,"$4,133.30 ","$6,756.50 ","$11,601.30 ",2016
Lyndon Baines Johnson Memorial Grove on the Potomac NMEM,"260,234","$15,215.60 ",215,"$8,302.40 ","$13,029.20 ","$20,769.40 ",2016
Maggie L Walker NHS,"9,589",$560.60 ,9,$261.80 ,$434.00 ,$759.80 ,2016
Mammoth Cave NP,"586,515","$49,629.70 ",764,"$24,024.90 ","$39,764.50 ","$67,961.50 ",2016
Manassas NBP,"534,836","$31,271.10 ",436,"$17,068.60 ","$26,706.20 ","$42,506.30 ",2016
Manhattan Project (New Mexico) NHP,"12,452",$728.00 ,9,$236.90 ,$361.40 ,$671.70 ,2016
Manhattan Project (Washington) NHP,"13,987",$817.80 ,10,$299.20 ,$564.40 ,$930.70 ,2016
Manhattan Project (Tennessee) NHP,"78,276","$4,576.70 ",72,"$2,035.30 ","$3,490.10 ","$6,053.60 ",2016
Manzanar NHS*,"105,307","$10,974.00 ",161,"$4,592.10 ","$7,614.40 ","$12,975.60 ",2016
Marsh - Billings - Rockefeller NHP,"55,716","$3,257.60 ",50,"$1,487.40 ","$2,560.70 ","$4,240.40 ",2016
Martin Luther King Jr NHS,"467,715","$27,346.70 ",454,"$15,638.20 ","$24,186.60 ","$41,403.80 ",2016
"Martin Luther King, Jr. MEM","3,638,208","$69,052.10 ",985,"$38,931.50 ","$61,481.40 ","$97,857.60 ",2016
Martin Van Buren NHS,"22,100","$1,292.20 ",17,$612.50 ,"$1,051.40 ","$1,675.50 ",2016
Mary McLeod Bethune Council House NHS,"7,149",$135.70 ,1,$76.50 ,$120.80 ,$192.30 ,2016
Mesa Verde NP*,"583,527","$60,591.00 ",883,"$23,648.10 ","$42,203.30 ","$73,272.90 ",2016
Minute Man NHP,"1,049,415","$61,357.80 ",903,"$34,354.30 ","$54,240.20 ","$87,164.60 ",2016
Minuteman Missile NHS*,"133,895","$9,967.30 ",163,"$3,846.10 ","$6,321.40 ","$12,425.50 ",2016
Mississippi NRRA,"256,944","$11,180.70 ",175,"$5,531.80 ","$8,886.60 ","$15,567.20 ",2016
