Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Fort Scott NHSa,"14,652",$268 ,4,$84 ,$136 ,$269 ,2020
Fort Smith NHS,"67,575","$4,049 ",64,"$1,460 ","$2,662 ","$5,024 ",2020
Fort Stanwix NMa,"24,133","$1,363 ",18,$507 ,"$1,004 ","$1,659 ",2020
Fort Sumter NM,"365,132","$21,877 ",294,"$9,532 ","$16,678 ","$27,659 ",2020
Fort Union NMa,"5,335",$369 ,5,$141 ,$237 ,$415 ,2020
Fort Union Trading Post NHSa,"5,226",$429 ,5,$159 ,$250 ,$421 ,2020
Fort Vancouver NHS,"670,111","$40,149 ",576,"$20,844 ","$34,804 ","$57,999 ",2020
Fort Washington P,"160,289","$9,604 ",123,"$5,129 ","$8,546 ","$13,303 ",2020
Fossil Butte NMa,"13,176",$673 ,9,$246 ,$416 ,$723 ,2020
Franklin Delano Roosevelt MEM,"1,010,986","$19,633 ",254,"$10,701 ","$18,110 ","$28,332 ",2020
Frederick Douglass NHS,"10,969",$213 ,3,$116 ,$196 ,$307 ,2020
Frederick Law Olmsted NHS,"2,569",$154 ,2,$85 ,$140 ,$220 ,2020
Fredericksburg & Spotsylvania NMP,"838,836","$50,258 ",642,"$26,234 ","$43,544 ","$68,227 ",2020
Friendship Hill NHS,"19,463","$1,166 ",18,$596 ,$974 ,"$1,683 ",2020
Gates of the Arctic NP&PRES,"2,872","$4,417 ",54,"$2,078 ","$3,890 ","$6,292 ",2020
Gateway Arch NPa,"486,021","$49,611 ",831,"$26,614 ","$44,498 ","$78,336 ",2020
Gateway NRAa,"8,404,728","$229,246 ","2,708","$90,973 ","$161,107 ","$259,051 ",2020
Gauley River NRA,"109,377","$4,918 ",68,"$1,886 ","$3,165 ","$5,577 ",2020
General Grant NMEM,"24,475","$1,466 ",17,$812 ,"$1,372 ","$2,046 ",2020
George Rogers Clark NHP,"56,107","$3,362 ",50,"$1,267 ","$2,232 ","$4,097 ",2020
George Washington Birthplace NMa,"41,970","$1,964 ",24,"$1,009 ","$1,658 ","$2,582 ",2020
George Washington Carver NMa,"26,570",$502 ,7,$187 ,$309 ,$570 ,2020
George Washington MEM PKWY,"6,237,361","$42,086 ",670,"$23,453 ","$37,635 ","$61,636 ",2020
Gettysburg NMP,"536,552","$35,324 ",445,"$18,494 ","$30,761 ","$48,473 ",2020
Gila Cliff Dwellings NM,"31,645","$1,896 ",29,$533 ,$967 ,"$1,944 ",2020
Glacier Bay NP&PRESa,"5,748","$2,061 ",26,"$1,045 ","$1,755 ","$3,161 ",2020
Glacier NPa,"1,698,865","$203,591 ","3,082","$96,935 ","$159,886 ","$287,295 ",2020
Glen Canyon NRAa,"2,553,393","$252,788 ","3,084","$99,641 ","$172,981 ","$297,859 ",2020
Golden Gate NRAa,"12,400,044","$684,875 ","6,862","$397,545 ","$639,409 ","$909,768 ",2020
Golden Spike NHSa,"53,106","$3,104 ",47,"$1,465 ","$2,474 ","$4,378 ",2020
Governors Island NM,"102,915","$6,166 ",72,"$3,415 ","$5,766 ","$8,590 ",2020
Grand Canyon NPa,"2,897,098","$433,426 ","5,730","$172,989 ","$309,269 ","$530,327 ",2020
Grand Portage NM,"66,427","$4,372 ",55,"$1,273 ","$2,369 ","$4,298 ",2020
Grand Teton NPa,"3,289,638","$598,240 ","8,176","$260,898 ","$439,161 ","$754,041 ",2020
Grant-Kohrs Ranch NHS,"15,328",$918 ,14,$424 ,$658 ,"$1,203 ",2020
Great Basin NP,"120,247","$7,121 ",99,"$2,199 ","$3,842 ","$7,358 ",2020
Great Sand Dunes NP&PRES,"461,532","$29,512 ",400,"$11,652 ","$20,452 ","$35,949 ",2020
Great Smoky Mountains NP,"12,095,721","$1,024,024 ","14,707","$468,985 ","$801,570 ","$1,387,955 ",2020
Greenbelt P,"28,319","$1,864 ",23,$977 ,"$1,645 ","$2,563 ",2020
Guadalupe Mountains NP,"151,256","$9,673 ",135,"$3,653 ","$6,379 ","$11,690 ",2020
Guilford Courthouse NMP,"186,020","$11,145 ",174,"$5,363 ","$8,920 ","$15,607 ",2020
Gulf Islands NS,"4,012,130","$180,249 ","2,386","$76,300 ","$132,013 ","$224,800 ",2020
Hagerman Fossil Beds NM,"14,113",$846 ,13,$389 ,$645 ,"$1,140 ",2020
Haleakala NP,"319,147","$20,936 ",221,"$9,508 ","$17,381 ","$26,641 ",2020
Hamilton Grange NMEM,"23,015","$1,379 ",16,$761 ,"$1,287 ","$1,914 ",2020
Hampton NHS,"8,728",$523 ,7,$283 ,$472 ,$743 ,2020
Harpers Ferry NHPa,"234,473","$11,832 ",168,"$6,779 ","$11,188 ","$17,610 ",2020
Harry S Truman NHS,"9,446",$566 ,9,$297 ,$497 ,$873 ,2020
Hawaii Volcanoes NP,"589,775","$50,224 ",552,"$23,398 ","$43,424 ","$66,516 ",2020
Herbert Hoover NHS,"56,270","$3,371 ",52,"$1,397 ","$2,425 ","$4,363 ",2020
Home of Franklin D Roosevelt NHS,"40,091","$2,402 ",29,"$1,233 ","$2,074 ","$3,197 ",2020
Homestead NMa,"40,897","$1,384 ",20,$493 ,$839 ,"$1,571 ",2020
Hopewell Culture NHP,"35,711","$2,140 ",33,"$1,071 ","$1,798 ","$3,083 ",2020
Hopewell Furnace NHS,"34,287","$2,054 ",31,"$1,157 ","$1,869 ","$3,081 ",2020
Horseshoe Bend NMP,"28,600","$1,714 ",27,$738 ,"$1,269 ","$2,289 ",2020
Hot Springs NP,"1,348,215","$88,090 ","1,310","$33,858 ","$63,281 ","$114,842 ",2020
Hovenweep NM,"19,856","$1,285 ",18,$463 ,$841 ,"$1,543 ",2020
Hubbell Trading Post NHS,"11,407",$684 ,10,$228 ,$413 ,$800 ,2020
Independence NHP,"907,089","$54,347 ",774,"$30,979 ","$50,211 ","$80,807 ",2020
Indiana Dunes NL,"2,293,106","$103,047 ","1,234","$53,371 ","$90,347 ","$140,651 ",2020
Isle Royale NP,"6,493","$1,104 ",17,$344 ,$622 ,"$1,200 ",2020
James A Garfield NHSa,"14,797",$544 ,9,$274 ,$458 ,$804 ,2020
Jean Lafitte NP&PRES,"192,600","$11,540 ",165,"$5,114 ","$9,038 ","$15,382 ",2020
Jewel Cave NM,"35,878","$2,150 ",31,$893 ,"$1,504 ","$2,752 ",2020
Jimmy Carter NHS,"14,268",$855 ,14,$314 ,$550 ,"$1,065 ",2020
John D Rockefeller Jr MEM PKWY,"1,373,817","$8,259 ",104,"$3,211 ","$5,636 ","$8,958 ",2020
John Day Fossil Beds NMa,"88,572","$4,343 ",58,"$1,769 ","$2,902 ","$5,058 ",2020
John F Kennedy NHS,451,$27 ,0,$15 ,$25 ,$39 ,2020
John Muir NHS,"33,602","$2,013 ",24,"$1,154 ","$1,829 ","$2,775 ",2020
Johnstown Flood NMEMa,"87,805","$5,567 ",91,"$2,874 ","$4,670 ","$8,161 ",2020
Joshua Tree NPa,"2,399,542","$121,857 ","1,512","$60,065 ","$102,413 ","$163,752 ",2020
Kalaupapa NHP,"15,848",$950 ,11,$446 ,$797 ,"$1,233 ",2020
Kaloko-Honokohau NHP,"133,877","$8,021 ",90,"$3,764 ","$6,734 ","$10,413 ",2020
Katahdin Woods and Waters NMb,"41,432","$2,724 ",38,$999 ,"$1,841 ","$3,271 ",2020
Katmai NP&PRES,"51,511","$79,269 ",975,"$37,287 ","$69,812 ","$112,909 ",2020
Kenai Fjords NP,"115,882","$21,215 ",363,"$11,597 ","$17,692 ","$30,560 ",2020
Kennesaw Mountain NBP,"2,356,400","$141,182 ","2,161","$75,165 ","$127,684 ","$214,432 ",2020
Keweenaw NHP,"2,130",$128 ,2,$36 ,$70 ,$135 ,2020
Kings Canyon NP,"415,077","$35,782 ",468,"$15,902 ","$26,344 ","$44,391 ",2020
Kings Mountain NMPa,"249,477","$10,228 ",148,"$5,045 ","$8,267 ","$14,006 ",2020
Klondike Gold Rush AK NHPa,297,$50 ,1,$26 ,$38 ,$62 ,2020
Klondike Gold Rush WA NHP,"13,002",$779 ,9,$376 ,$679 ,"$1,037 ",2020
Knife River Indian Villages NHS,"5,263",$315 ,5,$142 ,$231 ,$417 ,2020
Kobuk Valley NP,"11,185","$17,214 ",212,"$8,097 ","$15,161 ","$24,520 ",2020
Korean War Veterans MEM,"1,363,714","$26,482 ",343,"$14,435 ","$24,428 ","$38,216 ",2020
Lake Chelan NRA,"30,599","$2,149 ",23,"$1,018 ","$1,865 ","$2,790 ",2020
Lake Clark NP&PRES,"4,948","$7,617 ",94,"$3,583 ","$6,709 ","$10,850 ",2020
Lake Mead NRA,"8,016,509","$360,764 ","4,266","$161,171 ","$265,985 ","$427,513 ",2020
Lake Meredith NRA,"1,612,785","$72,166 ",961,"$27,137 ","$45,152 ","$81,869 ",2020
Lake Roosevelt NRA,"1,519,403","$68,533 ",835,"$26,478 ","$48,554 ","$80,645 ",2020
Lassen Volcanic NP,"542,274","$33,295 ",444,"$12,835 ","$21,287 ","$37,718 ",2020
Lava Beds NMa,"111,259","$4,850 ",58,"$1,777 ","$2,896 ","$5,090 ",2020
Lewis and Clark NHP,"161,231","$9,660 ",133,"$4,891 ","$8,312 ","$13,631 ",2020
Lincoln Boyhood NMEMa,"110,691","$5,407 ",82,"$2,439 ","$4,226 ","$7,343 ",2020
Lincoln Home NHSa,"27,744","$1,730 ",25,$647 ,"$1,236 ","$2,158 ",2020
Lincoln MEM,"2,980,074","$57,871 ",749,"$31,544 ","$53,382 ","$83,513 ",2020
Little Bighorn Battlefield NM,"97,461","$5,839 ",90,"$2,631 ","$4,197 ","$7,681 ",2020
Little River Canyon NPRES,"802,375","$48,074 ",743,"$20,639 ","$35,431 ","$63,766 ",2020
Little Rock Central High School NHS,"68,498","$4,104 ",65,"$1,655 ","$3,038 ","$5,521 ",2020
Longfellow NHS,"30,015","$1,798 ",24,"$1,001 ","$1,643 ","$2,579 ",2020
Lowell NHP,"53,954","$3,232 ",42,"$1,791 ","$2,946 ","$4,629 ",2020
Lyndon B Johnson NHP,"75,322","$4,513 ",64,"$2,273 ","$3,863 ","$6,454 ",2020
Lyndon Baines Johnson Memorial Grove on the Potomac NMEM,"211,228","$12,656 ",164,"$6,780 ","$11,283 ","$17,666 ",2020
Maggie L Walker NHS,"1,849",$111 ,2,$50 ,$87 ,$151 ,2020
Mammoth Cave NP,"290,392","$25,146 ",333,"$12,307 ","$21,089 ","$34,507 ",2020
Manassas NBP,"558,036","$33,434 ",429,"$17,851 ","$29,754 ","$46,451 ",2020
Manhattan Project (New Mexico) NHP,"1,517",$91 ,1,$37 ,$62 ,$107 ,2020
Manhattan Project (Tennessee) NHP,"9,610",$187 ,2,$79 ,$124 ,$211 ,2020
Manhattan Project (Washington) NHP,264,$9 ,0,$3 ,$6 ,$10 ,2020
Manzanar NHSa,"65,288","$7,015 ",87,"$3,034 ","$4,947 ","$8,160 ",2020
Marsh - Billings - Rockefeller NHP,"23,537","$1,410 ",19,$619 ,"$1,098 ","$1,794 ",2020
Martin Luther King Jr NHS,"198,158","$11,873 ",181,"$6,345 ","$10,783 ","$18,073 ",2020
"Martin Luther King, Jr. MEM","1,083,671","$21,044 ",272,"$11,471 ","$19,412 ","$30,369 ",2020
Martin Van Buren NHS,"11,480",$688 ,9,$328 ,$565 ,$892 ,2020
Mary McLeod Bethune Council House NHS,577,$11 ,0,$6 ,$10 ,$16 ,2020
Mesa Verde NPa,"287,477","$30,196 ",425,"$11,524 ","$20,724 ","$37,437 ",2020
Minidoka (Idaho) NHS,"4,764",$85 ,1,$29 ,$45 ,$88 ,2020
Minidoka (Washington) NHS,"1,983",$119 ,1,$41 ,$79 ,$130 ,2020
Minute Man NHP,"1,083,972","$64,945 ",853,"$36,086 ","$59,302 ","$93,206 ",2020
Minuteman Missile NHS,"98,908","$7,531 ",108,"$3,158 ","$5,220 ","$9,611 ",2020
Mississippi NRRA,"204,707","$9,210 ",129,"$4,496 ","$7,653 ","$12,959 ",2020
Missouri NRR,"111,603","$5,021 ",70,"$1,977 ","$3,294 ","$5,946 ",2020
Mojave NPRES,"608,634","$36,453 ",459,"$17,462 ","$28,845 ","$46,228 ",2020
Monocacy NBa,"155,116","$5,512 ",78,"$2,207 ","$3,871 ","$6,582 ",2020
Montezuma Castle NM,"242,028","$14,501 ",208,"$7,518 ","$12,875 ","$21,307 ",2020
Moores Creek NB,"58,785","$3,869 ",53,"$1,428 ","$2,588 ","$4,604 ",2020
Morristown NHP,"262,361","$15,719 ",189,"$8,833 ","$14,772 ","$22,246 ",2020
Mount Rainier NPa,"1,160,753","$41,074 ",445,"$18,741 ","$33,547 ","$51,251 ",2020
Mount Rushmore NMEM,"2,074,985","$124,321 ","1,825","$52,418 ","$88,035 ","$161,507 ",2020
Muir Woods NMa,"324,232","$37,255 ",368,"$21,912 ","$35,670 ","$50,622 ",2020
Natchez NHP,"57,646","$3,454 ",51,"$1,381 ","$2,468 ","$4,390 ",2020
Natchez Trace PKWY,"6,124,809","$152,711 ","1,854","$56,413 ","$91,516 ","$158,712 ",2020
National Capital Parks Central,"665,650","$12,926 ",168,"$7,048 ","$11,924 ","$18,681 ",2020
National Capital Parks East,"893,421","$17,350 ",232,"$9,495 ","$16,164 ","$25,502 ",2020
National Park of American Samoa,"4,819",$289 ,3,$136 ,$242 ,$375 ,2020
Natural Bridges NM,"52,542","$3,398 ",43,"$1,202 ","$2,139 ","$3,798 ",2020
Navajo NM,"3,985",$256 ,3,$88 ,$158 ,$282 ,2020
New Bedford Whaling NHPa,"18,244","$1,004 ",14,$585 ,$962 ,"$1,497 ",2020
New Orleans Jazz NHP,"9,639",$578 ,8,$267 ,$468 ,$787 ,2020
New River Gorge NR,"1,054,375","$47,432 ",665,"$18,371 ","$31,075 ","$55,318 ",2020
Nez Perce NHP,"301,472","$18,062 ",242,"$7,216 ","$13,235 ","$22,317 ",2020
Nicodemus NHSa,263,$15 ,0,$5 ,$8 ,$15 ,2020
Ninety Six NHS,"95,417","$5,717 ",84,"$2,475 ","$4,275 ","$7,463 ",2020
Niobrara NSRa,"102,767","$10,671 ",173,"$3,350 ","$5,758 ","$11,952 ",2020
Noatak NPRES,"12,533","$19,287 ",237,"$9,072 ","$16,986 ","$27,472 ",2020
North Cascades NP,"30,885","$1,528 ",15,$698 ,"$1,207 ","$1,795 ",2020
Obed W&SRa,"237,837","$4,507 ",52,"$1,672 ","$2,580 ","$4,456 ",2020
Ocmulgee NM,"61,302","$3,673 ",59,"$1,346 ","$2,361 ","$4,501 ",2020
Olympic NP,"2,499,178","$213,024 ","2,412","$103,933 ","$191,636 ","$291,362 ",2020
Oregon Caves NM,"22,789","$1,480 ",20,$608 ,"$1,004 ","$1,776 ",2020
Organ Pipe Cactus NM,"191,512","$11,881 ",166,"$5,953 ","$10,315 ","$17,198 ",2020
Ozark NSR,"1,316,795","$58,457 ",888,"$18,926 ","$31,824 ","$63,434 ",2020
Padre Island NS,"617,704","$27,503 ",373,"$10,388 ","$17,547 ","$31,697 ",2020
Palo Alto Battlefield NHP,"97,861","$5,863 ",89,"$2,354 ","$4,002 ","$7,420 ",2020
Paterson Great Falls NHP,"339,768","$20,357 ",236,"$11,309 ","$17,969 ","$27,055 ",2020
Pea Ridge NMP,"80,455","$4,820 ",76,"$1,988 ","$3,399 ","$6,267 ",2020
Pecos NHP,"36,695","$2,199 ",33,$957 ,"$1,626 ","$2,892 ",2020
Pennsylvania Avenue NHS,"15,897",$309 ,4,$168 ,$285 ,$445 ,2020
Perry's Victory & International Peace MEMa,"40,470","$3,722 ",62,"$2,086 ","$3,552 ","$5,925 ",2020
Petersburg NB,"152,878","$9,160 ",139,"$4,154 ","$7,242 ","$12,684 ",2020
Petrified Forest NP,"384,484","$25,308 ",328,"$8,416 ","$15,422 ","$27,947 ",2020
