Park Unit,Total Recreation Visits,Total Visitor Spending,Jobs,Labor Income,Value Added,Economic Output,Year
Booker T Washington NM,"26,128","$1,465.40 ",23,$649.60 ,"$1,060.20 ","$1,889.90 ",2014
Boston NHP,"2,476,078","$138,866.20 ","2,071","$78,093.70 ","$122,993.70 ","$195,610.80 ",2014
Boston African American NHS,"408,640","$22,917.80 ",341,"$12,883.10 ","$20,295.80 ","$32,286.10 ",2014
Brown V Board Of Education NHS,"26,868","$1,506.80 ",26,$789.30 ,"$1,255.60 ","$2,197.90 ",2014
Bryce Canyon NP,"1,435,741","$117,882.80 ","1,810","$46,455.80 ","$82,083.00 ","$142,767.30 ",2014
Buck Island Reef NM,"34,400","$2,045.90 ",25,$929.50 ,"$1,574.10 ","$2,425.20 ",2014
Buffalo NR,"1,357,057","$56,575.70 ",890,"$22,278.50 ","$36,471.30 ","$65,160.80 ",2014
Cabrillo NM,"893,434","$50,106.60 ",742,"$27,025.60 ","$41,453.10 ","$66,724.40 ",2014
Canaveral NS,"1,451,225","$89,598.70 ","1,348","$43,032.60 ","$71,969.50 ","$119,444.40 ",2014
Cane River Creole NHP,"28,981","$1,625.30 ",25,$653.70 ,"$1,119.00 ","$1,967.30 ",2014
Canyon De Chelly NM,"827,761","$51,378.90 ",757,"$18,407.30 ","$32,261.10 ","$57,807.40 ",2014
Canyonlands NP,"542,431","$31,282.70 ",477,"$11,839.60 ","$21,210.00 ","$37,337.00 ",2014
Cape Cod NS,"4,426,750","$185,543.30 ","2,421","$97,292.10 ","$149,273.60 ","$232,951.30 ",2014
Cape Hatteras NS,"2,153,349","$131,618.70 ","2,047","$55,699.30 ","$92,629.80 ","$162,760.50 ",2014
Cape Krusenstern NM,-,-,-,-,-,-,2014
Cape Lookout NS,"430,928","$20,901.80 ",332,"$7,597.20 ","$12,582.00 ","$23,366.80 ",2014
Capitol Reef NP*,"786,515","$54,427.50 ",776,"$20,214.60 ","$35,511.60 ","$61,895.30 ",2014
Capulin Volcano NM*,"50,891","$1,470.20 ",22,$455.60 ,$785.00 ,"$1,466.30 ",2014
Carl Sandburg Home NHS,"82,377","$4,620.00 ",75,"$2,010.00 ","$3,383.40 ","$5,852.90 ",2014
Carlsbad Caverns NP,"397,309","$24,544.80 ",368,"$8,915.90 ","$14,950.40 ","$27,397.20 ",2014
Casa Grande Ruins NM,"63,699","$3,572.50 ",55,"$1,906.80 ","$3,079.70 ","$5,055.90 ",2014
Castillo De San Marcos NM,"760,707","$42,662.80 ",697,"$19,865.40 ","$33,634.50 ","$57,455.90 ",2014
Castle Clinton NM,"4,727,109","$112,958.50 ","1,321","$56,256.80 ","$85,684.80 ","$130,218.90 ",2014
Catoctin Mountain P,"188,170","$10,979.70 ",150,"$5,787.60 ","$9,179.00 ","$14,592.20 ",2014
Cedar Breaks NM,"762,907","$47,049.10 ",701,"$17,427.40 ","$30,990.70 ","$54,258.10 ",2014
Cesar E. Chavez NM,"8,855",$496.60 ,8,$270.00 ,$417.30 ,$685.20 ,2014
Chaco Culture NHP,"38,385","$2,116.10 ",34,$854.70 ,"$1,419.60 ","$2,566.40 ",2014
Chamizal NMEM,"108,400","$6,079.40 ",98,"$2,355.30 ","$4,097.10 ","$7,534.70 ",2014
Channel Islands NP,"342,161","$20,248.60 ",290,"$11,401.30 ","$17,553.90 ","$28,631.00 ",2014
Charles Pinckney NHS,"53,486","$2,999.70 ",47,"$1,327.10 ","$2,255.50 ","$3,748.70 ",2014
Chattahoochee River NRA,"3,119,162","$128,793.30 ","2,014","$67,136.80 ","$104,240.30 ","$177,414.60 ",2014
Chesapeake & Ohio Canal NHP,"5,066,219","$91,912.30 ","1,381","$51,031.80 ","$81,261.60 ","$130,497.50 ",2014
Chickamauga & Chattanooga NMP,"996,694","$61,523.80 ",959,"$24,342.30 ","$42,404.40 ","$75,337.40 ",2014
Chickasaw NRA*,"1,152,083","$17,666.50 ",186,"$4,665.60 ","$7,476.40 ","$13,482.40 ",2014
Chiricahua NM,"45,125","$2,607.70 ",36,$884.60 ,"$1,536.30 ","$2,689.60 ",2014
Christiansted NHS,"109,160","$6,122.10 ",77,"$2,898.10 ","$4,800.60 ","$7,452.50 ",2014
City Of Rocks NRES,"94,825","$5,318.10 ",85,"$2,142.40 ","$3,447.70 ","$6,149.40 ",2014
Clara Barton NHS,"20,028","$1,123.30 ",14,$614.70 ,$965.20 ,"$1,528.10 ",2014
Colonial NHP,"3,335,061","$187,040.60 ","3,123","$88,515.50 ","$145,600.80 ","$254,353.00 ",2014
Colorado NM,"416,862","$25,300.80 ",386,"$9,972.10 ","$17,993.90 ","$31,142.20 ",2014
Congaree NP*,"120,123","$5,945.60 ",84,"$2,294.30 ","$4,041.70 ","$6,901.60 ",2014
Coronado NMEM,"118,838","$6,664.90 ",103,"$2,681.20 ","$4,691.00 ","$7,996.20 ",2014
Cowpens NB,"200,836","$12,403.00 ",199,"$6,059.00 ","$9,779.10 ","$16,768.50 ",2014
Crater Lake NP,"535,508","$44,787.60 ",769,"$21,613.00 ","$34,055.90 ","$61,038.20 ",2014
Craters Of The Moon NM&PRES*,"214,993","$7,172.00 ",112,"$2,626.20 ","$4,285.60 ","$8,111.80 ",2014
Cumberland Gap NHP,"879,934","$54,075.70 ",828,"$22,558.60 ","$39,131.20 ","$67,642.90 ",2014
Cumberland Island NS,"61,402","$2,471.50 ",37,"$1,078.90 ","$1,761.50 ","$3,013.40 ",2014
Curecanti NRA,"931,368","$38,728.60 ",522,"$16,390.90 ","$27,031.40 ","$44,334.20 ",2014
Cuyahoga Valley NP,"2,189,849","$135,805.00 ","2,284","$67,095.40 ","$107,710.50 ","$189,924.70 ",2014
Dayton Aviation Heritage NHP*,"57,565","$3,266.00 ",61,"$1,854.80 ","$2,896.60 ","$5,096.30 ",2014
De Soto NMEM,"342,039","$19,182.60 ",304,"$9,847.10 ","$16,054.90 ","$26,733.90 ",2014
Death Valley NP,"1,101,312","$89,177.40 ","1,264","$44,343.60 ","$71,914.50 ","$116,463.30 ",2014
Delaware Water Gap NRA*,"4,041,672","$132,702.10 ","2,013","$80,891.80 ","$124,328.20 ","$194,684.50 ",2014
Denali NP&PRES,"531,315","$524,279.20 ","6,806","$249,433.10 ","$462,498.10 ","$748,443.40 ",2014
Devils Postpile NM,"114,414","$6,988.70 ",103,"$2,891.50 ","$4,875.80 ","$8,302.00 ",2014
Devils Tower NM,"440,875","$26,996.40 ",432,"$10,778.90 ","$17,924.90 ","$33,693.90 ",2014
Dinosaur NM,"250,624","$14,298.40 ",194,"$5,736.40 ","$9,469.80 ","$16,059.10 ",2014
Dry Tortugas NP,"64,865","$3,783.60 ",46,"$1,582.40 ","$2,583.30 ","$4,160.90 ",2014
Edgar Allan Poe NHS,"13,700",$768.30 ,10,$451.50 ,$701.40 ,"$1,133.60 ",2014
Effigy Mounds NM*,"77,811","$4,748.70 ",82,"$1,853.50 ","$3,144.70 ","$5,747.20 ",2014
Eisenhower NHS,"58,239","$3,266.20 ",47,"$1,773.20 ","$2,769.90 ","$4,409.80 ",2014
El Malpais NM,"164,063","$9,201.20 ",156,"$3,922.40 ","$6,451.00 ","$11,737.10 ",2014
El Morro NM,"46,256","$2,804.10 ",42,$798.90 ,"$1,503.90 ","$2,849.90 ",2014
Eleanor Roosevelt NHS,"60,455","$3,390.50 ",47,"$1,801.70 ","$2,916.60 ","$4,499.20 ",2014
Eugene O'Neill NHS,"3,202",$179.60 ,3,$104.00 ,$154.70 ,$247.30 ,2014
Everglades NP,"1,110,900","$104,476.50 ","1,552","$60,917.80 ","$96,751.90 ","$155,544.70 ",2014
Federal Hall NMEM,"137,538","$7,713.60 ",100,"$4,565.20 ","$7,066.00 ","$10,598.60 ",2014
Fire Island NS,"384,343","$15,960.10 ",188,"$8,639.70 ","$13,376.90 ","$19,989.90 ",2014
First Ladies NHS,"15,326",$859.60 ,14,$455.40 ,$708.50 ,"$1,231.10 ",2014
Flight 93 NMEM,"284,226","$15,940.40 ",266,"$7,952.80 ","$12,471.80 ","$21,617.50 ",2014
Florissant Fossil Beds NM,"63,298","$3,549.90 ",55,"$1,945.70 ","$3,124.50 ","$5,132.00 ",2014
Ford's Theatre NHS,"655,441","$11,910.50 ",172,"$6,739.40 ","$10,645.80 ","$16,795.90 ",2014
Fort Bowie NHS,"6,964",$390.60 ,6,$154.60 ,$270.40 ,$462.50 ,2014
Fort Caroline NMEM,"187,844","$10,534.90 ",172,"$5,091.30 ","$8,457.10 ","$14,428.80 ",2014
Fort Davis NHS,"49,843","$2,795.40 ",42,$902.40 ,"$1,620.50 ","$2,947.70 ",2014
Fort Donelson NB,"262,317","$16,204.40 ",240,"$7,561.40 ","$12,485.10 ","$20,826.30 ",2014
Fort Frederica NM,"228,102","$12,792.70 ",207,"$5,913.30 ","$9,723.60 ","$16,700.40 ",2014
Fort Laramie NHS,"49,038","$2,750.30 ",43,"$1,073.60 ","$1,845.40 ","$3,212.70 ",2014
Fort Larned NHS*,"24,607","$1,430.90 ",21,$470.60 ,$841.60 ,"$1,571.80 ",2014
Fort Matanzas NM,"568,530","$31,884.90 ",521,"$14,909.60 ","$25,243.00 ","$43,022.90 ",2014
Fort McHenry NM&SHRINE,"769,300","$43,144.70 ",622,"$23,381.10 ","$37,286.70 ","$58,869.60 ",2014
Fort Necessity NB,"219,546","$13,557.80 ",219,"$6,850.60 ","$10,878.30 ","$18,752.70 ",2014
Fort Point NHS,"1,677,456","$94,076.90 ","1,325","$54,436.50 ","$80,996.30 ","$129,525.00 ",2014
Fort Pulaski NM,"387,010","$23,911.30 ",351,"$10,187.60 ","$17,242.90 ","$28,990.30 ",2014
Fort Raleigh NHS,"264,987","$14,861.30 ",243,"$6,514.70 ","$10,638.20 ","$18,741.60 ",2014
Fort Scott NHS*,"25,966",$444.60 ,6,$141.50 ,$228.80 ,$428.90 ,2014
Fort Smith NHS,"88,790","$4,979.70 ",84,"$2,037.90 ","$3,388.50 ","$6,165.70 ",2014
Fort Stanwix NM*,"60,819","$3,206.00 ",43,"$1,234.70 ","$2,442.40 ","$3,910.00 ",2014
Fort Sumter NM,"828,521","$46,466.00 ",714,"$20,559.00 ","$34,974.80 ","$58,198.50 ",2014
Fort Union NM*,"10,934",$707.60 ,9,$300.10 ,$459.60 ,$793.20 ,2014
Fort Union Trading Post NHS*,"11,520",$883.60 ,10,$313.90 ,$465.00 ,$801.20 ,2014
Fort Vancouver NHS,"803,739","$45,076.20 ",766,"$24,326.70 ","$37,421.20 ","$64,753.80 ",2014
Fort Washington P,"466,078","$26,139.20 ",367,"$14,285.60 ","$22,364.90 ","$35,176.20 ",2014
Fossil Butte NM*,"16,623",$795.30 ,10,$302.60 ,$488.00 ,$847.90 ,2014
Franklin Delano Roosevelt MEM,"2,938,238","$53,392.90 ",775,"$30,211.90 ","$47,723.60 ","$75,293.30 ",2014
Frederick Douglass NHS,"45,492",$826.70 ,11,$467.80 ,$738.60 ,"$1,163.80 ",2014
Frederick Law Olmsted NHS,"8,668",$486.10 ,7,$272.80 ,$430.00 ,$686.10 ,2014
Fredericksburg & Spotsylvania NMP,"873,328","$48,979.00 ",690,"$26,115.20 ","$40,790.50 ","$64,610.80 ",2014
Friendship Hill NHS,"34,317","$1,924.60 ",31,$984.10 ,"$1,544.70 ","$2,671.20 ",2014
Gates Of The Arctic NP&PRES,"12,669","$19,119.20 ",251,"$9,108.40 ","$16,727.50 ","$27,197.90 ",2014
Gateway NRA,"6,021,713","$143,825.10 ","1,709","$72,086.30 ","$109,267.60 ","$167,385.90 ",2014
Gauley River NRA,"117,355","$4,846.60 ",71,"$1,929.60 ","$3,040.00 ","$5,320.50 ",2014
General Grant NMEM,"100,623","$5,643.30 ",72,"$3,328.80 ","$5,170.30 ","$7,767.20 ",2014
George Rogers Clark NHP,"125,218","$7,022.70 ",117,"$2,741.30 ","$4,651.00 ","$8,548.50 ",2014
George Washington MEM PKWY,"7,472,150","$46,713.10 ",854,"$27,495.80 ","$40,683.90 ","$66,695.20 ",2014
George Washington Birthplace NM*,"131,984","$5,772.50 ",79,"$2,996.20 ","$4,682.20 ","$7,358.20 ",2014
George Washington Carver NM*,"41,535",$733.50 ,11,$291.90 ,$461.70 ,$826.00 ,2014
Gettysburg NMP,"1,020,702","$62,913.70 ",868,"$33,259.20 ","$52,739.50 ","$83,823.00 ",2014
Gila Cliff Dwellings NM,"31,136","$1,746.20 ",24,$538.60 ,$955.10 ,"$1,765.30 ",2014
Glacier NP,"2,338,528","$193,345.60 ","3,405","$91,058.60 ","$139,669.00 ","$260,526.30 ",2014
Glacier Bay NP&PRES,"500,727","$111,595.90 ","1,979","$60,041.90 ","$94,726.50 ","$159,895.20 ",2014
Glen Canyon NRA,"2,368,452","$151,751.10 ","2,166","$56,617.40 ","$100,036.30 ","$171,761.90 ",2014
Golden Gate NRA,"15,004,419","$357,087.20 ","4,416","$173,611.20 ","$255,554.00 ","$409,790.40 ",2014
Golden Spike NHS*,"44,125","$2,423.20 ",39,"$1,186.90 ","$1,866.60 ","$3,330.70 ",2014
Governors Island NM,"698,228","$39,158.80 ",506,"$23,175.70 ","$35,871.00 ","$53,804.90 ",2014
Grand Canyon NP*,"4,756,771","$509,528.00 ","7,846","$265,037.70 ","$441,309.60 ","$711,041.90 ",2014
Grand Portage NM,"88,877","$5,490.30 ",78,"$1,595.90 ","$2,927.30 ","$5,393.00 ",2014
Grand Teton NP*,"2,791,393","$489,710.10 ","7,822","$226,450.90 ","$362,187.40 ","$636,692.60 ",2014
Grant-Kohrs Ranch NHS,"20,564","$1,153.30 ",21,$556.40 ,$817.70 ,"$1,529.10 ",2014
Great Basin NP,"107,525","$5,846.30 ",86,"$1,896.90 ","$3,382.80 ","$6,108.60 ",2014
Great Sand Dunes NP&PRES,"271,774","$15,754.90 ",234,"$6,103.90 ","$10,923.90 ","$19,040.40 ",2014
Great Smoky Mountains NP,"10,099,276","$806,719.90 ","12,759","$366,278.50 ","$639,907.00 ","$1,087,764.50 ",2014
Greenbelt P,"132,688","$7,920.60 ",107,"$4,185.10 ","$6,668.30 ","$10,496.10 ",2014
Guadalupe Mountains NP,"166,868","$9,949.40 ",152,"$3,749.40 ","$6,553.50 ","$11,900.30 ",2014
Guilford Courthouse NMP,"173,261","$10,704.70 ",176,"$5,172.80 ","$8,110.50 ","$14,212.20 ",2014
Gulf Islands NS,"4,455,240","$185,611.00 ","2,731","$80,812.40 ","$131,010.40 ","$224,462.40 ",2014
Hagerman Fossil Beds NM,"22,483","$1,261.00 ",22,$602.10 ,$934.40 ,"$1,674.20 ",2014
Haleakala NP,"1,142,040","$70,290.10 ",837,"$32,210.80 ","$54,581.00 ","$84,066.30 ",2014
Hamilton Grange NMEM,"20,944","$1,174.60 ",13,$691.80 ,"$1,074.10 ","$1,610.30 ",2014
Hampton NHS,"32,499","$1,822.70 ",25,"$1,004.60 ","$1,587.30 ","$2,515.80 ",2014
Harpers Ferry NHP*,"261,203","$12,358.00 ",192,"$7,222.30 ","$11,270.90 ","$17,919.00 ",2014
Harry S Truman NHS,"29,364","$1,646.80 ",28,$874.90 ,"$1,389.00 ","$2,429.50 ",2014
Hawaii Volcanoes NP,"1,693,005","$136,839.70 ","1,672","$64,076.40 ","$111,326.30 ","$170,878.00 ",2014
Herbert Hoover NHS,"139,086","$7,800.40 ",131,"$3,233.90 ","$5,627.10 ","$9,928.90 ",2014
Home Of Franklin D Roosevelt NHS,"179,339","$10,057.90 ",140,"$5,395.70 ","$8,680.30 ","$13,401.70 ",2014
Homestead NM*,"69,156","$2,185.50 ",33,$766.90 ,"$1,283.10 ","$2,366.60 ",2014
Hopewell Culture NHP,"36,432","$2,043.20 ",34,"$1,060.50 ","$1,642.30 ","$2,889.90 ",2014
Hopewell Furnace NHS,"48,105","$2,697.80 ",45,"$1,529.40 ","$2,392.10 ","$3,936.20 ",2014
Horseshoe Bend NMP,"64,360","$3,609.50 ",64,"$1,651.70 ","$2,653.60 ","$4,788.10 ",2014
Hot Springs NP,"1,424,485","$87,606.10 ","1,422","$36,484.50 ","$61,917.80 ","$111,375.40 ",2014
Hovenweep NM,"26,808","$1,620.40 ",23,$622.40 ,"$1,093.00 ","$1,871.70 ",2014
Hubbell Trading Post NHS,"81,476","$4,569.50 ",71,"$1,643.50 ","$2,838.90 ","$5,137.20 ",2014
Independence NHP,"3,648,051","$204,594.00 ","3,217","$120,228.80 ","$186,764.90 ","$301,845.70 ",2014
Indiana Dunes NL,"1,553,372","$64,905.30 ",913,"$34,631.30 ","$54,588.40 ","$88,057.20 ",2014
Isle Royale NP,"14,560","$3,426.30 ",56,"$1,210.80 ","$2,168.30 ","$3,990.60 ",2014
James A Garfield NHS*,"17,956",$616.00 ,11,$321.20 ,$503.70 ,$894.40 ,2014
Jean Lafitte NP&PRES,"445,524","$24,986.30 ",393,"$11,798.80 ","$18,963.40 ","$32,470.80 ",2014
Jefferson NEM*,"1,817,091","$173,646.40 ","3,195","$96,597.80 ","$152,540.40 ","$270,001.10 ",2014
Jewel Cave NM,"104,348","$5,852.20 ",99,"$2,385.70 ","$3,889.60 ","$7,417.80 ",2014
Jimmy Carter NHS,"62,056","$3,480.30 ",60,"$1,332.30 ","$2,270.00 ","$4,221.20 ",2014
John D Rockefeller Jr MEM PKWY,"1,264,842","$42,478.20 ",726,"$23,408.20 ","$38,171.00 ","$67,593.60 ",2014
John Day Fossil Beds NM*,"183,420","$8,374.10 ",131,"$3,509.40 ","$5,473.70 ","$9,812.50 ",2014
John F Kennedy NHS,"26,272","$1,473.40 ",21,$826.60 ,"$1,303.10 ","$2,079.80 ",2014
John Muir NHS,"41,536","$2,329.50 ",32,"$1,347.80 ","$2,006.30 ","$3,209.60 ",2014
Johnstown Flood NMEM*,"141,353","$8,366.70 ",150,"$4,365.40 ","$6,818.60 ","$11,879.30 ",2014
Joshua Tree NP*,"1,589,904","$73,769.20 ","1,030","$37,957.50 ","$59,989.20 ","$97,156.40 ",2014
Kalaupapa NHP,"67,211","$3,769.50 ",49,"$1,784.40 ","$2,955.80 ","$4,588.60 ",2014
Kaloko-Honokohau NHP,"154,206","$8,648.40 ",110,"$4,094.00 ","$6,781.70 ","$10,527.90 ",2014
Katmai NP&PRES,"30,896","$46,627.20 ",614,"$22,213.30 ","$40,794.50 ","$66,329.30 ",2014
Kenai Fjords NP,"270,666","$52,777.20 ",980,"$28,925.60 ","$44,402.00 ","$75,580.80 ",2014
Kennesaw Mountain NBP,"2,119,013","$118,840.80 ","2,010","$67,492.00 ","$104,476.40 ","$177,869.00 ",2014
Kings Canyon NP,"502,267","$42,507.70 ",648,"$18,327.70 ","$31,004.60 ","$53,275.70 ",2014
Kings Mountain NMP*,"251,093","$9,640.10 ",155,"$4,700.10 ","$7,454.30 ","$12,791.50 ",2014
Klondike Gold Rush AK NHP,"1,085,202","$211,237.10 ","3,922","$115,802.20 ","$177,693.90 ","$302,504.50 ",2014
Klondike Gold Rush WA NHP,"62,023","$3,478.50 ",48,"$1,668.50 ","$2,884.30 ","$4,651.00 ",2014
Knife River Indian Villages NHS,"10,751",$603.00 ,9,$264.00 ,$422.10 ,$763.10 ,2014
Kobuk Valley NP,-,-,-,-,-,-,2014
Korean War Veterans MEM,"3,767,287","$68,458.20 ",992,"$38,736.40 ","$61,189.20 ","$96,538.00 ",2014
Lake Chelan NRA,"35,360","$2,218.10 ",29,"$1,072.30 ","$1,837.30 ","$2,915.50 ",2014
Lake Clark NP&PRES,"16,100","$24,298.10 ",320,"$11,575.70 ","$21,258.70 ","$34,565.30 ",2014
Lake Mead NRA,"6,942,874","$290,172.80 ","3,919","$130,946.70 ","$209,508.70 ","$338,965.30 ",2014
Lake Meredith NRA,"692,195","$28,867.30 ",431,"$10,610.70 ","$18,477.90 ","$33,156.80 ",2014
Lake Roosevelt NRA,"1,180,897","$49,385.20 ",694,"$19,080.30 ","$34,479.40 ","$58,116.80 ",2014
Lassen Volcanic NP,"432,977","$25,148.90 ",374,"$9,318.10 ","$16,455.60 ","$28,633.90 ",2014
Lava Beds NM*,"138,499","$5,647.20 ",77,"$2,053.90 ","$3,416.20 ","$6,070.60 ",2014
Lewis and Clark NHP,"244,920","$13,735.90 ",221,"$7,202.50 ","$11,262.50 ","$19,061.40 ",2014
Lincoln MEM,"7,139,073","$129,729.40 ","1,882","$73,406.10 ","$115,954.50 ","$182,941.10 ",2014
Lincoln Boyhood NMEM*,"99,795","$4,559.90 ",76,"$2,166.10 ","$3,495.90 ","$6,238.10 ",2014
Lincoln Home NHS*,"218,131","$12,690.80 ",208,"$5,019.50 ","$9,266.90 ","$16,013.60 ",2014
Little Bighorn Battlefield NM,"281,436","$15,783.80 ",271,"$7,026.70 ","$10,903.50 ","$20,408.10 ",2014
Little River Canyon NPRES,"224,931","$12,614.90 ",210,"$5,604.60 ","$9,308.00 ","$16,468.80 ",2014
Little Rock Central High School NHS,"115,907","$6,500.40 ",111,"$2,850.40 ","$4,735.00 ","$8,533.90 ",2014
Longfellow NHS,"46,370","$2,600.60 ",40,"$1,461.10 ","$2,303.10 ","$3,665.70 ",2014
Lowell NHP,"514,524","$28,856.10 ",433,"$16,163.00 ","$25,497.30 ","$40,654.50 ",2014
Lyndon B Johnson NHP,"88,428","$4,959.30 ",79,"$2,502.20 ","$4,091.50 ","$6,970.80 ",2014
Lyndon Baines Johnson Memorial Grove on the Potomac NMEM,"254,168","$14,254.50 ",203,"$7,789.10 ","$12,227.20 ","$19,330.70 ",2014
Maggie L Walker NHS,"9,045",$507.30 ,8,$237.30 ,$393.40 ,$682.90 ,2014
Mammoth Cave NP,"522,628","$43,642.10 ",685,"$21,301.90 ","$35,276.00 ","$59,783.60 ",2014
Manassas NBP,"514,139","$28,834.50 ",408,"$15,761.30 ","$24,667.80 ","$38,938.00 ",2014
Manzanar NHS*,"77,633","$7,764.20 ",114,"$3,250.60 ","$5,391.90 ","$9,112.40 ",2014
Marsh - Billings - Rockefeller NHP,"39,086","$2,192.10 ",32,"$1,002.00 ","$1,726.00 ","$2,834.10 ",2014
Martin Luther King Jr NHS,"766,031","$42,961.40 ",728,"$24,602.50 ","$38,060.90 ","$64,682.90 ",2014
"Martin Luther King, Jr. MEM","3,199,136","$58,133.90 ",842,"$32,894.50 ","$51,961.10 ","$81,978.90 ",2014
Martin Van Buren NHS,"19,187","$1,076.10 ",13,$510.70 ,$877.10 ,"$1,386.00 ",2014
Mary McLeod Bethune Council House NHS,"9,295",$168.90 ,3,$95.60 ,$151.00 ,$238.20 ,2014
Mesa Verde NP*,"501,563","$49,982.20 ",742,"$19,580.30 ","$34,957.30 ","$60,129.30 ",2014
Minute Man NHP,"1,056,549","$59,254.50 ",888,"$33,219.10 ","$52,469.30 ","$83,628.40 ",2014
Minuteman Missile NHS*,"62,058","$4,426.90 ",74,"$1,712.10 ","$2,815.60 ","$5,483.20 ",2014
Mississippi NRRA,"85,637","$3,536.00 ",56,"$1,734.90 ","$2,784.90 ","$4,846.70 ",2014
Missouri NRR,"134,762","$5,564.50 ",88,"$2,086.60 ","$3,489.10 ","$6,435.30 ",2014
Mojave NPRES,"554,560","$31,092.70 ",451,"$15,322.10 ","$24,312.90 ","$39,283.70 ",2014
Monocacy NB*,"56,187","$4,494.50 ",65,"$2,525.80 ","$3,980.00 ","$6,278.90 ",2014
Montezuma Castle NM,"407,017","$22,826.70 ",343,"$12,173.90 ","$19,498.90 ","$31,796.10 ",2014
Moores Creek NB,"87,775","$5,413.60 ",82,"$2,086.60 ","$3,660.60 ","$6,445.20 ",2014
Morristown NHP,"264,363","$14,826.30 ",197,"$8,832.20 ","$13,616.20 ","$20,697.40 ",2014
Mount Rainier NP*,"1,264,259","$45,531.70 ",595,"$20,879.10 ","$36,176.60 ","$57,733.10 ",2014
Mount Rushmore NMEM,"2,144,807","$120,287.40 ","2,070","$50,000.20 ","$81,000.20 ","$154,930.00 ",2014
